=== employment-table03.xlsx ===
Cell A1 | value='Age, sex, and race' | fill=FFFFFF00 | rows=[0, 1, 2, 3] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A253 | value='45 to 49 years' | fill=00000000 | rows=[252] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B253 | value='739' | fill=00000000 | rows=[252] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C253 | value='682' | fill=00000000 | rows=[252] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D253 | value='92.3' | fill=00000000 | rows=[252] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E253 | value='660' | fill=00000000 | rows=[252] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F253 | value='89.3' | fill=00000000 | rows=[252] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G253 | value='22' | fill=00000000 | rows=[252] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H253 | value='3.2' | fill=00000000 | rows=[252] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I253 | value='57' | fill=00000000 | rows=[252] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A254 | value='50 to 54 years' | fill=00000000 | rows=[253] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B254 | value='708' | fill=00000000 | rows=[253] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C254 | value='637' | fill=00000000 | rows=[253] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D254 | value='90' | fill=00000000 | rows=[253] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E254 | value='622' | fill=00000000 | rows=[253] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F254 | value='87.9' | fill=00000000 | rows=[253] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G254 | value='15' | fill=00000000 | rows=[253] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H254 | value='2.3' | fill=00000000 | rows=[253] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I254 | value='71' | fill=00000000 | rows=[253] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A255 | value='55 to 64 years' | fill=00000000 | rows=[254] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B255 | value='1082' | fill=00000000 | rows=[254] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C255 | value='866' | fill=00000000 | rows=[254] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D255 | value='80.1' | fill=00000000 | rows=[254] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E255 | value='838' | fill=00000000 | rows=[254] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F255 | value='77.5' | fill=00000000 | rows=[254] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G255 | value='28' | fill=00000000 | rows=[254] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H255 | value='3.2' | fill=00000000 | rows=[254] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I255 | value='216' | fill=00000000 | rows=[254] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A256 | value='55 to 59 years' | fill=00000000 | rows=[255] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B256 | value='590' | fill=00000000 | rows=[255] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C256 | value='507' | fill=00000000 | rows=[255] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D256 | value='85.9' | fill=00000000 | rows=[255] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E256 | value='490' | fill=00000000 | rows=[255] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F256 | value='83.1' | fill=00000000 | rows=[255] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G256 | value='17' | fill=00000000 | rows=[255] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H256 | value='3.3' | fill=00000000 | rows=[255] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I256 | value='83' | fill=00000000 | rows=[255] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A257 | value='60 to 64 years' | fill=00000000 | rows=[256] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B257 | value='492' | fill=00000000 | rows=[256] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C257 | value='359' | fill=00000000 | rows=[256] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D257 | value='73' | fill=00000000 | rows=[256] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E257 | value='348' | fill=00000000 | rows=[256] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F257 | value='70.7' | fill=00000000 | rows=[256] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G257 | value='11' | fill=00000000 | rows=[256] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H257 | value='3.1' | fill=00000000 | rows=[256] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I257 | value='133' | fill=00000000 | rows=[256] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A258 | value='65 years and over' | fill=00000000 | rows=[257] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B258 | value='1296' | fill=00000000 | rows=[257] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C258 | value='310' | fill=00000000 | rows=[257] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D258 | value='24' | fill=00000000 | rows=[257] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E258 | value='304' | fill=00000000 | rows=[257] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F258 | value='23.4' | fill=00000000 | rows=[257] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G258 | value='7' | fill=00000000 | rows=[257] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H258 | value='2.2' | fill=00000000 | rows=[257] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I258 | value='985' | fill=00000000 | rows=[257] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A259 | value='65 to 69 years' | fill=00000000 | rows=[258] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B259 | value='413' | fill=00000000 | rows=[258] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C259 | value='170' | fill=00000000 | rows=[258] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D259 | value='41.1' | fill=00000000 | rows=[258] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E259 | value='165' | fill=00000000 | rows=[258] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F259 | value='39.9' | fill=00000000 | rows=[258] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G259 | value='5' | fill=00000000 | rows=[258] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H259 | value='3' | fill=00000000 | rows=[258] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I259 | value='243' | fill=00000000 | rows=[258] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A260 | value='70 to 74 years' | fill=00000000 | rows=[259] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B260 | value='376' | fill=00000000 | rows=[259] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C260 | value='93' | fill=00000000 | rows=[259] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D260 | value='24.8' | fill=00000000 | rows=[259] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E260 | value='92' | fill=00000000 | rows=[259] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F260 | value='24.4' | fill=00000000 | rows=[259] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G260 | value='2' | fill=00000000 | rows=[259] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H260 | value='1.8' | fill=00000000 | rows=[259] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I260 | value='282' | fill=00000000 | rows=[259] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A261 | value='75 years and over' | fill=00000000 | rows=[260] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B261 | value='507' | fill=00000000 | rows=[260] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C261 | value='47' | fill=00000000 | rows=[260] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D261 | value='9.3' | fill=00000000 | rows=[260] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E261 | value='47' | fill=00000000 | rows=[260] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F261 | value='9.3' | fill=00000000 | rows=[260] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G261 | value='0' | fill=00000000 | rows=[260] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H261 | value='0.3' | fill=00000000 | rows=[260] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I261 | value='460' | fill=00000000 | rows=[260] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A262 | value='Women' | fill=00000000 | rows=[261] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A263 | value='16 years and over' | fill=00000000 | rows=[262] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B263 | value='9266' | fill=00000000 | rows=[262] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C263 | value='5383' | fill=00000000 | rows=[262] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D263 | value='58.1' | fill=00000000 | rows=[262] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E263 | value='5243' | fill=00000000 | rows=[262] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F263 | value='56.6' | fill=00000000 | rows=[262] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G263 | value='139' | fill=00000000 | rows=[262] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H263 | value='2.6' | fill=00000000 | rows=[262] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I263 | value='3884' | fill=00000000 | rows=[262] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A264 | value='16 to 19 years' | fill=00000000 | rows=[263] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B264 | value='478' | fill=00000000 | rows=[263] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C264 | value='117' | fill=00000000 | rows=[263] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D264 | value='24.5' | fill=00000000 | rows=[263] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E264 | value='109' | fill=00000000 | rows=[263] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F264 | value='22.7' | fill=00000000 | rows=[263] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G264 | value='8' | fill=00000000 | rows=[263] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H264 | value='7.1' | fill=00000000 | rows=[263] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I264 | value='361' | fill=00000000 | rows=[263] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A265 | value='16 to 17 years' | fill=00000000 | rows=[264] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B265 | value='236' | fill=00000000 | rows=[264] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C265 | value='33' | fill=00000000 | rows=[264] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D265 | value='13.8' | fill=00000000 | rows=[264] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E265 | value='32' | fill=00000000 | rows=[264] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F265 | value='13.3' | fill=00000000 | rows=[264] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G265 | value='1' | fill=00000000 | rows=[264] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H265 | value='–' | fill=00000000 | rows=[264] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I265 | value='204' | fill=00000000 | rows=[264] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A266 | value='18 to 19 years' | fill=00000000 | rows=[265] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B266 | value='242' | fill=00000000 | rows=[265] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C266 | value='84' | fill=00000000 | rows=[265] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D266 | value='34.9' | fill=00000000 | rows=[265] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E266 | value='77' | fill=00000000 | rows=[265] | cols=[4] | col_header=False | row_header=False | metadata=False
