=== environment-table12.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell AD99 | value='2549' | fill=43 | rows=[98] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE99 | value='1.0305192231470472' | fill=43 | rows=[98] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF99 | value='2401' | fill=44 | rows=[98] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG99 | value='2449' | fill=44 | rows=[98] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH99 | value='1.9991670137442734' | fill=44 | rows=[98] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI99 | value='1039' | fill=44 | rows=[98] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ99 | value='1037' | fill=44 | rows=[98] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK99 | value='-0.192492781520693' | fill=44 | rows=[98] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL99 | value='488' | fill=44 | rows=[98] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM99 | value='514' | fill=44 | rows=[98] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN99 | value='5.327868852459016' | fill=44 | rows=[98] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO99 | value='336' | fill=44 | rows=[98] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP99 | value='332' | fill=44 | rows=[98] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ99 | value='-1.1904761904761905' | fill=44 | rows=[98] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR99 | value='566' | fill=44 | rows=[98] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS99 | value='564' | fill=44 | rows=[98] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT99 | value='-0.35335689045936397' | fill=44 | rows=[98] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU99 | value='4830' | fill=46 | rows=[98] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV99 | value='4896' | fill=46 | rows=[98] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW99 | value='1.3664596273291925' | fill=46 | rows=[98] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A100 | value='ISLE OF WIGHT' | fill=00000000 | rows=[99] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B100 | value='65' | fill=43 | rows=[99] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C100 | value='68' | fill=43 | rows=[99] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D100 | value='4.615384615384616' | fill=43 | rows=[99] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E100 | value='18' | fill=43 | rows=[99] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F100 | value='20' | fill=43 | rows=[99] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G100 | value='11.11111111111111' | fill=43 | rows=[99] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H100 | value='47' | fill=43 | rows=[99] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I100 | value='51' | fill=43 | rows=[99] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J100 | value='8.51063829787234' | fill=43 | rows=[99] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K100 | value='11' | fill=43 | rows=[99] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L100 | value='12' | fill=43 | rows=[99] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M100 | value='9.090909090909092' | fill=43 | rows=[99] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N100 | value='15' | fill=43 | rows=[99] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O100 | value='18' | fill=43 | rows=[99] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P100 | value='20' | fill=43 | rows=[99] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q100 | value='26' | fill=43 | rows=[99] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R100 | value='22' | fill=43 | rows=[99] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S100 | value='-15.384615384615385' | fill=43 | rows=[99] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T100 | value='0' | fill=43 | rows=[99] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U100 | value='0' | fill=43 | rows=[99] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V100 | value='0' | fill=43 | rows=[99] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W100 | value='177' | fill=43 | rows=[99] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X100 | value='184' | fill=43 | rows=[99] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y100 | value='3.954802259887006' | fill=43 | rows=[99] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z100 | value='32' | fill=43 | rows=[99] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA100 | value='29' | fill=43 | rows=[99] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB100 | value='-9.375' | fill=43 | rows=[99] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC100 | value='352' | fill=43 | rows=[99] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD100 | value='363' | fill=43 | rows=[99] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE100 | value='3.125' | fill=43 | rows=[99] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF100 | value='353' | fill=44 | rows=[99] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG100 | value='365' | fill=44 | rows=[99] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH100 | value='3.39943342776204' | fill=44 | rows=[99] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI100 | value='160' | fill=44 | rows=[99] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ100 | value='170' | fill=44 | rows=[99] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK100 | value='6.25' | fill=44 | rows=[99] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL100 | value='94' | fill=44 | rows=[99] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM100 | value='89' | fill=44 | rows=[99] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN100 | value='-5.319148936170213' | fill=44 | rows=[99] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO100 | value='67' | fill=44 | rows=[99] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP100 | value='68' | fill=44 | rows=[99] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ100 | value='1.4925373134328357' | fill=44 | rows=[99] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR100 | value='69' | fill=44 | rows=[99] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS100 | value='75' | fill=44 | rows=[99] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT100 | value='8.695652173913043' | fill=44 | rows=[99] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU100 | value='743' | fill=46 | rows=[99] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV100 | value='767' | fill=46 | rows=[99] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW100 | value='3.2301480484522207' | fill=46 | rows=[99] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A101 | value='MEDWAY' | fill=00000000 | rows=[100] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B101 | value='15' | fill=43 | rows=[100] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C101 | value='14' | fill=43 | rows=[100] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D101 | value='-6.666666666666667' | fill=43 | rows=[100] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E101 | value='11' | fill=43 | rows=[100] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F101 | value='11' | fill=43 | rows=[100] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G101 | value='0' | fill=43 | rows=[100] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H101 | value='19' | fill=43 | rows=[100] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I101 | value='16' | fill=43 | rows=[100] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J101 | value='-15.789473684210526' | fill=43 | rows=[100] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K101 | value='#' | fill=43 | rows=[100] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L101 | value='5' | fill=43 | rows=[100] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M101 | value='-' | fill=43 | rows=[100] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N101 | value='#' | fill=43 | rows=[100] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O101 | value='#' | fill=43 | rows=[100] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P101 | value='-' | fill=43 | rows=[100] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q101 | value='#' | fill=43 | rows=[100] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R101 | value='0' | fill=43 | rows=[100] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S101 | value='-' | fill=43 | rows=[100] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T101 | value='0' | fill=43 | rows=[100] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U101 | value='0' | fill=43 | rows=[100] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V101 | value='0' | fill=43 | rows=[100] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W101 | value='16' | fill=43 | rows=[100] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X101 | value='19' | fill=43 | rows=[100] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y101 | value='18.75' | fill=43 | rows=[100] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z101 | value='5' | fill=43 | rows=[100] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA101 | value='#' | fill=43 | rows=[100] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB101 | value='-' | fill=43 | rows=[100] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC101 | value='53' | fill=43 | rows=[100] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD101 | value='57' | fill=43 | rows=[100] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE101 | value='7.547169811320755' | fill=43 | rows=[100] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF101 | value='64' | fill=44 | rows=[100] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG101 | value='68' | fill=44 | rows=[100] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH101 | value='6.25' | fill=44 | rows=[100] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI101 | value='16' | fill=44 | rows=[100] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ101 | value='17' | fill=44 | rows=[100] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK101 | value='6.25' | fill=44 | rows=[100] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL101 | value='#' | fill=44 | rows=[100] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM101 | value='9' | fill=44 | rows=[100] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN101 | value='-' | fill=44 | rows=[100] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO101 | value='#' | fill=44 | rows=[100] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP101 | value='13' | fill=44 | rows=[100] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ101 | value='-' | fill=44 | rows=[100] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR101 | value='23' | fill=44 | rows=[100] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS101 | value='23' | fill=44 | rows=[100] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT101 | value='0' | fill=44 | rows=[100] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU101 | value='127' | fill=46 | rows=[100] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV101 | value='130' | fill=46 | rows=[100] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW101 | value='2.3622047244094486' | fill=46 | rows=[100] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A102 | value='KENT CC' | fill=00000000 | rows=[101] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B102 | value='612' | fill=43 | rows=[101] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C102 | value='602' | fill=43 | rows=[101] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D102 | value='-1.6339869281045754' | fill=43 | rows=[101] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E102 | value='196' | fill=43 | rows=[101] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F102 | value='206' | fill=43 | rows=[101] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G102 | value='5.1020408163265305' | fill=43 | rows=[101] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H102 | value='656' | fill=43 | rows=[101] | cols=[7] | col_header=False | row_header=False | metadata=False
