=== economy-table21.xlsx ===
Cell A1 | value='Table 3b: Debt relief order rates per 10,000 adults by location, England and Wales, 2011 to 2021 [r][note 10][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell E336 | value='4.70349867940229' | fill=00000000 | rows=[335] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F336 | value='4.67937296402282' | fill=00000000 | rows=[335] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G336 | value='4.90231032515687' | fill=00000000 | rows=[335] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H336 | value='5.10217546205477' | fill=00000000 | rows=[335] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I336 | value='4.25738961196935' | fill=00000000 | rows=[335] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J336 | value='4.53934239488853' | fill=00000000 | rows=[335] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K336 | value='4.64166357222429' | fill=00000000 | rows=[335] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L336 | value='3.91431807582117' | fill=00000000 | rows=[335] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M336 | value='2.46749080859674' | fill=00000000 | rows=[335] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N336 | value='3.20773805117576' | fill=00000000 | rows=[335] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A337 | value='E07000041' | fill=00000000 | rows=[336] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B337 | value='Exeter' | fill=00000000 | rows=[336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C337 | value='Non-metropolitan District' | fill=00000000 | rows=[336] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D337 | value='14.9773779187685' | fill=00000000 | rows=[336] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E337 | value='12.2730759396574' | fill=00000000 | rows=[336] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F337 | value='12.160559586742' | fill=00000000 | rows=[336] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G337 | value='11.6471888818699' | fill=00000000 | rows=[336] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H337 | value='12.7006119385752' | fill=00000000 | rows=[336] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I337 | value='12.694082094713' | fill=00000000 | rows=[336] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J337 | value='12.8426262702014' | fill=00000000 | rows=[336] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K337 | value='12.8666771574826' | fill=00000000 | rows=[336] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L337 | value='9.19379602644136' | fill=00000000 | rows=[336] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M337 | value='7.05435470742516' | fill=00000000 | rows=[336] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N337 | value='5.78818847788731' | fill=00000000 | rows=[336] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A338 | value='E07000042' | fill=00000000 | rows=[337] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B338 | value='Mid Devon' | fill=00000000 | rows=[337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C338 | value='Non-metropolitan District' | fill=00000000 | rows=[337] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D338 | value='7.49368738291113' | fill=00000000 | rows=[337] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E338 | value='9.71943238514871' | fill=00000000 | rows=[337] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F338 | value='8.53902171811562' | fill=00000000 | rows=[337] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G338 | value='10.3706303747786' | fill=00000000 | rows=[337] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H338 | value='6.67037242912729' | fill=00000000 | rows=[337] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I338 | value='8.04898835264038' | fill=00000000 | rows=[337] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J338 | value='6.87371117915391' | fill=00000000 | rows=[337] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K338 | value='7.25689404934688' | fill=00000000 | rows=[337] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L338 | value='11.3350897616568' | fill=00000000 | rows=[337] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M338 | value='6.50746087956657' | fill=00000000 | rows=[337] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N338 | value='4.54008898574412' | fill=00000000 | rows=[337] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A339 | value='E07000043' | fill=00000000 | rows=[338] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B339 | value='North Devon' | fill=00000000 | rows=[338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C339 | value='Non-metropolitan District' | fill=00000000 | rows=[338] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D339 | value='11.8013657760393' | fill=00000000 | rows=[338] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E339 | value='12.8539814213588' | fill=00000000 | rows=[338] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F339 | value='10.2082753317689' | fill=00000000 | rows=[338] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G339 | value='5.28457432753792' | fill=00000000 | rows=[338] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H339 | value='5.26156557883798' | fill=00000000 | rows=[338] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I339 | value='6.15223509391976' | fill=00000000 | rows=[338] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J339 | value='4.28939090649128' | fill=00000000 | rows=[338] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K339 | value='6.84109302595743' | fill=00000000 | rows=[338] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L339 | value='6.63883462918279' | fill=00000000 | rows=[338] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M339 | value='6.56416471004065' | fill=00000000 | rows=[338] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N339 | value='5.55429321618824' | fill=00000000 | rows=[338] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A340 | value='E07000044' | fill=00000000 | rows=[339] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B340 | value='South Hams' | fill=00000000 | rows=[339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C340 | value='Non-metropolitan District' | fill=00000000 | rows=[339] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D340 | value='12.1563630505148' | fill=00000000 | rows=[339] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E340 | value='12.8686954360002' | fill=00000000 | rows=[339] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F340 | value='11.2066832583795' | fill=00000000 | rows=[339] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G340 | value='10.713923757402' | fill=00000000 | rows=[339] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H340 | value='8.91509094830685' | fill=00000000 | rows=[339] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I340 | value='6.75559132984534' | fill=00000000 | rows=[339] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J340 | value='6.13566964413116' | fill=00000000 | rows=[339] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K340 | value='9.04095269038975' | fill=00000000 | rows=[339] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L340 | value='6.43518648051258' | fill=00000000 | rows=[339] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M340 | value='7.61066600246309' | fill=00000000 | rows=[339] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N340 | value='5.53502981997316' | fill=00000000 | rows=[339] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A341 | value='E07000045' | fill=00000000 | rows=[340] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B341 | value='Teignbridge' | fill=00000000 | rows=[340] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C341 | value='Non-metropolitan District' | fill=00000000 | rows=[340] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D341 | value='8.72583044124938' | fill=00000000 | rows=[340] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E341 | value='12.6828692779613' | fill=00000000 | rows=[340] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F341 | value='6.04088313814136' | fill=00000000 | rows=[340] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G341 | value='7.80301716663777' | fill=00000000 | rows=[340] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H341 | value='9.13615729417475' | fill=00000000 | rows=[340] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I341 | value='10.388923518634' | fill=00000000 | rows=[340] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J341 | value='7.17353431651124' | fill=00000000 | rows=[340] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K341 | value='6.8125535107666' | fill=00000000 | rows=[340] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L341 | value='5.46318722342615' | fill=00000000 | rows=[340] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M341 | value='4.70980363741758' | fill=00000000 | rows=[340] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N341 | value='3.6229258749366' | fill=00000000 | rows=[340] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A342 | value='E07000046' | fill=00000000 | rows=[341] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B342 | value='Torridge' | fill=00000000 | rows=[341] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C342 | value='Non-metropolitan District' | fill=00000000 | rows=[341] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D342 | value='13.4872160459336' | fill=00000000 | rows=[341] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E342 | value='13.8801741676649' | fill=00000000 | rows=[341] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F342 | value='13.6028717173626' | fill=00000000 | rows=[341] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G342 | value='11.4144570648004' | fill=00000000 | rows=[341] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H342 | value='6.28942451765663' | fill=00000000 | rows=[341] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I342 | value='8.78300488554647' | fill=00000000 | rows=[341] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J342 | value='5.96518501111694' | fill=00000000 | rows=[341] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K342 | value='7.36258013539965' | fill=00000000 | rows=[341] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L342 | value='6.07674572393702' | fill=00000000 | rows=[341] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M342 | value='4.78893224547712' | fill=00000000 | rows=[341] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N342 | value='7.09471443774388' | fill=00000000 | rows=[341] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A343 | value='E07000047' | fill=00000000 | rows=[342] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B343 | value='West Devon' | fill=00000000 | rows=[342] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C343 | value='Non-metropolitan District' | fill=00000000 | rows=[342] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D343 | value='6.89686882155501' | fill=00000000 | rows=[342] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E343 | value='7.06987775953293' | fill=00000000 | rows=[342] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F343 | value='6.36363636363636' | fill=00000000 | rows=[342] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G343 | value='4.05560687650677' | fill=00000000 | rows=[342] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H343 | value='3.1434537575499' | fill=00000000 | rows=[342] | cols=[7] | col_header=False | row_header=False | metadata=False
