=== economy-table106.xlsx ===
Cell A1 | value='Table 8. Digital Economy Current-Dollar Value Added by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell U80 | value='0.0728855861700001' | fill=None | rows=[79] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V80 | value='0.0432998451854201' | fill=None | rows=[79] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W80 | value='0.0673424726682647' | fill=None | rows=[79] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X80 | value='0.108156476720015' | fill=None | rows=[79] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y80 | value='0.135902964160854' | fill=None | rows=[79] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z80 | value='0.113302310723865' | fill=None | rows=[79] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA80 | value='0.123383258915456' | fill=None | rows=[79] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E81 | value='Performing arts, spectator sports, museums, and related activities' | fill=None | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G81 | value='0.012' | fill=None | rows=[80] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H81 | value='0.019' | fill=None | rows=[80] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I81 | value='0.034' | fill=None | rows=[80] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J81 | value='0.05' | fill=None | rows=[80] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K81 | value='0.057' | fill=None | rows=[80] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L81 | value='0.045305469' | fill=None | rows=[80] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M81 | value='0.0470439819999999' | fill=None | rows=[80] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N81 | value='0.038613411' | fill=None | rows=[80] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O81 | value='0.023917002' | fill=None | rows=[80] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P81 | value='0.021252117' | fill=None | rows=[80] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q81 | value='0.018243024' | fill=None | rows=[80] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R81 | value='0.021217857' | fill=None | rows=[80] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S81 | value='0.0246293593' | fill=None | rows=[80] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T81 | value='0.0274566834' | fill=None | rows=[80] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U81 | value='0.03262089155' | fill=None | rows=[80] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V81 | value='0.031164365556197' | fill=None | rows=[80] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W81 | value='0.0579273212682647' | fill=None | rows=[80] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X81 | value='0.0757312326200146' | fill=None | rows=[80] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y81 | value='0.0951451929108542' | fill=None | rows=[80] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z81 | value='0.0840664807738652' | fill=None | rows=[80] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA81 | value='0.0792396567654565' | fill=None | rows=[80] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E82 | value='Amusements, gambling, and recreation industries' | fill=None | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G82 | value='0.017' | fill=None | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='0.012' | fill=None | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='0.017' | fill=None | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='0.024' | fill=None | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='0.019' | fill=None | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L82 | value='0.010503192' | fill=None | rows=[81] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M82 | value='0.009080001' | fill=None | rows=[81] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N82 | value='0.009832552' | fill=None | rows=[81] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O82 | value='0.006645497' | fill=None | rows=[81] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P82 | value='0.013604195' | fill=None | rows=[81] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q82 | value='0.013751352' | fill=None | rows=[81] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R82 | value='0.02880943035' | fill=None | rows=[81] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S82 | value='0.04225476177' | fill=None | rows=[81] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T82 | value='0.0273370518' | fill=None | rows=[81] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U82 | value='0.04026469462' | fill=None | rows=[81] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V82 | value='0.0121354796292231' | fill=None | rows=[81] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W82 | value='0.0094151514' | fill=None | rows=[81] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X82 | value='0.0324252441' | fill=None | rows=[81] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y82 | value='0.04075777125' | fill=None | rows=[81] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z82 | value='0.02923582995' | fill=None | rows=[81] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA82 | value='0.04414360215' | fill=None | rows=[81] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D83 | value='Accommodation and food services' | fill=None | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G83 | value='0.229740743279804' | fill=None | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H83 | value='0.203468063752434' | fill=None | rows=[82] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I83 | value='0.230861128486122' | fill=None | rows=[82] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J83 | value='0.228968728042742' | fill=None | rows=[82] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K83 | value='0.177926471868992' | fill=None | rows=[82] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L83 | value='0.118605627444205' | fill=None | rows=[82] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M83 | value='0.0452808258775795' | fill=None | rows=[82] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N83 | value='0.0912172519745393' | fill=None | rows=[82] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O83 | value='0.15986087840565' | fill=None | rows=[82] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P83 | value='0.219824878957878' | fill=None | rows=[82] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q83 | value='0.295097586789838' | fill=None | rows=[82] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R83 | value='0.281338390691732' | fill=None | rows=[82] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S83 | value='0.264333792945267' | fill=None | rows=[82] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T83 | value='0.246332996519585' | fill=None | rows=[82] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U83 | value='0.226751639581722' | fill=None | rows=[82] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V83 | value='0.213294399100527' | fill=None | rows=[82] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W83 | value='0.223768486906135' | fill=None | rows=[82] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X83 | value='0.247243709919997' | fill=None | rows=[82] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y83 | value='0.264163737481692' | fill=None | rows=[82] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z83 | value='0.275971684677956' | fill=None | rows=[82] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA83 | value='0.284397255672674' | fill=None | rows=[82] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C84 | value='Other services, except government' | fill=None | rows=[83] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G84 | value='9.90982413716492' | fill=None | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H84 | value='9.78151075872822' | fill=None | rows=[83] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I84 | value='10.0345615088267' | fill=None | rows=[83] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J84 | value='10.3289893566408' | fill=None | rows=[83] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K84 | value='9.13976745286048' | fill=None | rows=[83] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L84 | value='8.80079892358984' | fill=None | rows=[83] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M84 | value='7.5768455442061' | fill=None | rows=[83] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N84 | value='7.46758568985459' | fill=None | rows=[83] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O84 | value='6.08777140548365' | fill=None | rows=[83] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P84 | value='5.49367131297731' | fill=None | rows=[83] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q84 | value='4.79892655155531' | fill=None | rows=[83] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R84 | value='5.02040023787665' | fill=None | rows=[83] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S84 | value='5.14444233459396' | fill=None | rows=[83] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T84 | value='5.45895792737333' | fill=None | rows=[83] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U84 | value='5.50085262726011' | fill=None | rows=[83] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V84 | value='6.33442861088721' | fill=None | rows=[83] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W84 | value='6.35313291143062' | fill=None | rows=[83] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X84 | value='6.44804515077154' | fill=None | rows=[83] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y84 | value='6.50032335075496' | fill=None | rows=[83] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z84 | value='6.14206893508776' | fill=None | rows=[83] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA84 | value='5.87835528964035' | fill=None | rows=[83] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell B85 | value='Government' | fill=None | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell G85 | value='7.98404885319611' | fill=None | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='8.29833858867209' | fill=None | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='8.06732999785537' | fill=None | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='7.89984950906857' | fill=None | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='9.38739868351592' | fill=None | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L85 | value='9.8668944058867' | fill=None | rows=[84] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M85 | value='10.072151429105' | fill=None | rows=[84] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N85 | value='10.5646515403997' | fill=None | rows=[84] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O85 | value='10.9956420815323' | fill=None | rows=[84] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P85 | value='11.603941184149' | fill=None | rows=[84] | cols=[15] | col_header=False | row_header=False | metadata=False
