=== economy-table20.xlsx ===
Cell A1 | value='Table 3a: Number of debt relief orders by location, England and Wales, 2011 to 2021 [r][note 10]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell N309 | value='19' | fill=00000000 | rows=[308] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A310 | value='E07000214' | fill=00000000 | rows=[309] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B310 | value='Surrey Heath' | fill=00000000 | rows=[309] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C310 | value='Non-metropolitan District' | fill=00000000 | rows=[309] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D310 | value='24' | fill=00000000 | rows=[309] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E310 | value='29' | fill=00000000 | rows=[309] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F310 | value='26' | fill=00000000 | rows=[309] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G310 | value='33' | fill=00000000 | rows=[309] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H310 | value='39' | fill=00000000 | rows=[309] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I310 | value='30' | fill=00000000 | rows=[309] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J310 | value='17' | fill=00000000 | rows=[309] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K310 | value='23' | fill=00000000 | rows=[309] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L310 | value='18' | fill=00000000 | rows=[309] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M310 | value='15' | fill=00000000 | rows=[309] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N310 | value='21' | fill=00000000 | rows=[309] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A311 | value='E07000215' | fill=00000000 | rows=[310] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B311 | value='Tandridge' | fill=00000000 | rows=[310] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C311 | value='Non-metropolitan District' | fill=00000000 | rows=[310] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D311 | value='18' | fill=00000000 | rows=[310] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E311 | value='19' | fill=00000000 | rows=[310] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F311 | value='9' | fill=00000000 | rows=[310] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G311 | value='7' | fill=00000000 | rows=[310] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H311 | value='11' | fill=00000000 | rows=[310] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I311 | value='20' | fill=00000000 | rows=[310] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J311 | value='11' | fill=00000000 | rows=[310] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K311 | value='16' | fill=00000000 | rows=[310] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L311 | value='17' | fill=00000000 | rows=[310] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M311 | value='10' | fill=00000000 | rows=[310] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N311 | value='23' | fill=00000000 | rows=[310] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A312 | value='E07000216' | fill=00000000 | rows=[311] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B312 | value='Waverley' | fill=00000000 | rows=[311] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C312 | value='Non-metropolitan District' | fill=00000000 | rows=[311] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D312 | value='46' | fill=00000000 | rows=[311] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E312 | value='43' | fill=00000000 | rows=[311] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F312 | value='51' | fill=00000000 | rows=[311] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G312 | value='49' | fill=00000000 | rows=[311] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H312 | value='40' | fill=00000000 | rows=[311] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I312 | value='43' | fill=00000000 | rows=[311] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J312 | value='40' | fill=00000000 | rows=[311] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K312 | value='39' | fill=00000000 | rows=[311] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L312 | value='43' | fill=00000000 | rows=[311] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M312 | value='24' | fill=00000000 | rows=[311] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N312 | value='32' | fill=00000000 | rows=[311] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A313 | value='E07000217' | fill=00000000 | rows=[312] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B313 | value='Woking' | fill=00000000 | rows=[312] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C313 | value='Non-metropolitan District' | fill=00000000 | rows=[312] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D313 | value='39' | fill=00000000 | rows=[312] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E313 | value='47' | fill=00000000 | rows=[312] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F313 | value='34' | fill=00000000 | rows=[312] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G313 | value='45' | fill=00000000 | rows=[312] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H313 | value='50' | fill=00000000 | rows=[312] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I313 | value='51' | fill=00000000 | rows=[312] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J313 | value='25' | fill=00000000 | rows=[312] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K313 | value='37' | fill=00000000 | rows=[312] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L313 | value='29' | fill=00000000 | rows=[312] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M313 | value='27' | fill=00000000 | rows=[312] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N313 | value='27' | fill=00000000 | rows=[312] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A314 | value='E10000032' | fill=00000000 | rows=[313] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B314 | value='West Sussex' | fill=00000000 | rows=[313] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C314 | value='County' | fill=00000000 | rows=[313] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D314 | value='294' | fill=00000000 | rows=[313] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E314 | value='308' | fill=00000000 | rows=[313] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F314 | value='314' | fill=00000000 | rows=[313] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G314 | value='223' | fill=00000000 | rows=[313] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H314 | value='217' | fill=00000000 | rows=[313] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I314 | value='187' | fill=00000000 | rows=[313] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J314 | value='224' | fill=00000000 | rows=[313] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K314 | value='241' | fill=00000000 | rows=[313] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L314 | value='254' | fill=00000000 | rows=[313] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M314 | value='248' | fill=00000000 | rows=[313] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N314 | value='252' | fill=00000000 | rows=[313] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A315 | value='E07000223' | fill=00000000 | rows=[314] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B315 | value='Adur' | fill=00000000 | rows=[314] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C315 | value='Non-metropolitan District' | fill=00000000 | rows=[314] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D315 | value='31' | fill=00000000 | rows=[314] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E315 | value='30' | fill=00000000 | rows=[314] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F315 | value='33' | fill=00000000 | rows=[314] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G315 | value='19' | fill=00000000 | rows=[314] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H315 | value='15' | fill=00000000 | rows=[314] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I315 | value='17' | fill=00000000 | rows=[314] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J315 | value='26' | fill=00000000 | rows=[314] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K315 | value='19' | fill=00000000 | rows=[314] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L315 | value='24' | fill=00000000 | rows=[314] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M315 | value='15' | fill=00000000 | rows=[314] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N315 | value='17' | fill=00000000 | rows=[314] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A316 | value='E07000224' | fill=00000000 | rows=[315] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B316 | value='Arun' | fill=00000000 | rows=[315] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C316 | value='Non-metropolitan District' | fill=00000000 | rows=[315] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D316 | value='46' | fill=00000000 | rows=[315] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E316 | value='50' | fill=00000000 | rows=[315] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F316 | value='50' | fill=00000000 | rows=[315] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G316 | value='38' | fill=00000000 | rows=[315] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H316 | value='45' | fill=00000000 | rows=[315] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I316 | value='34' | fill=00000000 | rows=[315] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J316 | value='43' | fill=00000000 | rows=[315] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K316 | value='37' | fill=00000000 | rows=[315] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L316 | value='51' | fill=00000000 | rows=[315] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M316 | value='61' | fill=00000000 | rows=[315] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N316 | value='43' | fill=00000000 | rows=[315] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A317 | value='E07000225' | fill=00000000 | rows=[316] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B317 | value='Chichester' | fill=00000000 | rows=[316] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C317 | value='Non-metropolitan District' | fill=00000000 | rows=[316] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D317 | value='60' | fill=00000000 | rows=[316] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E317 | value='65' | fill=00000000 | rows=[316] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F317 | value='66' | fill=00000000 | rows=[316] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G317 | value='63' | fill=00000000 | rows=[316] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H317 | value='55' | fill=00000000 | rows=[316] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I317 | value='38' | fill=00000000 | rows=[316] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J317 | value='48' | fill=00000000 | rows=[316] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K317 | value='71' | fill=00000000 | rows=[316] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L317 | value='57' | fill=00000000 | rows=[316] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M317 | value='38' | fill=00000000 | rows=[316] | cols=[12] | col_header=False | row_header=False | metadata=False
