=== health-table07.xlsx ===
Cell B1 | value='Physicians by categories' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell H363 | value='0.7' | fill=00000000 | rows=[362] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I363 | value='0.71' | fill=00000000 | rows=[362] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J363 | value='0.74' | fill=00000000 | rows=[362] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K363 | value='0.78' | fill=00000000 | rows=[362] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B364 | value='Portugal' | fill=FFE2F2FB | rows=[363] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D364 | value='0.69' | fill=00000000 | rows=[363] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E364 | value='0.71' | fill=00000000 | rows=[363] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F364 | value='0.73' | fill=00000000 | rows=[363] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G364 | value='0.76' | fill=00000000 | rows=[363] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H364 | value='0.77' | fill=00000000 | rows=[363] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I364 | value='0.79' | fill=00000000 | rows=[363] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J364 | value='0.8' | fill=00000000 | rows=[363] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K364 | value='0.82' | fill=00000000 | rows=[363] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B365 | value='Slovenia' | fill=FFE2F2FB | rows=[364] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D365 | value='0.56' | fill=00000000 | rows=[364] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E365 | value='0.59' | fill=00000000 | rows=[364] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F365 | value='0.62' | fill=00000000 | rows=[364] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G365 | value='0.67' | fill=00000000 | rows=[364] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H365 | value='0.71' | fill=00000000 | rows=[364] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I365 | value='0.73' | fill=00000000 | rows=[364] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J365 | value='0.74' | fill=00000000 | rows=[364] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K365 | value='0.78' | fill=00000000 | rows=[364] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B366 | value='Spain' | fill=FFE2F2FB | rows=[365] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D366 | value='0.95' | fill=00000000 | rows=[365] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E366 | value='0.97' | fill=00000000 | rows=[365] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F366 | value='0.96' | fill=00000000 | rows=[365] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G366 | value='0.98' | fill=00000000 | rows=[365] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H366 | value='0.99' | fill=00000000 | rows=[365] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I366 | value='1' | fill=00000000 | rows=[365] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J366 | value='1.04' | fill=00000000 | rows=[365] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K366 | value='1.07' | fill=00000000 | rows=[365] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B367 | value='Sweden' | fill=FFE2F2FB | rows=[366] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D367 | value='0.66' | fill=00000000 | rows=[366] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E367 | value='0.66' | fill=00000000 | rows=[366] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F367 | value='0.67' | fill=00000000 | rows=[366] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G367 | value='0.68' | fill=00000000 | rows=[366] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H367 | value='0.66' | fill=00000000 | rows=[366] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I367 | value='0.67' | fill=00000000 | rows=[366] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J367 | value='0.69' | fill=00000000 | rows=[366] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B368 | value='Switzerland' | fill=FFE2F2FB | rows=[367] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D368 | value='0.78' | fill=00000000 | rows=[367] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E368 | value='0.8' | fill=00000000 | rows=[367] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F368 | value='0.82' | fill=00000000 | rows=[367] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G368 | value='0.83' | fill=00000000 | rows=[367] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H368 | value='0.84' | fill=00000000 | rows=[367] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I368 | value='0.85' | fill=00000000 | rows=[367] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J368 | value='0.86' | fill=00000000 | rows=[367] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K368 | value='0.88' | fill=00000000 | rows=[367] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B369 | value='Türkiye' | fill=FFE2F2FB | rows=[368] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D369 | value='0.42' | fill=00000000 | rows=[368] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E369 | value='0.43' | fill=00000000 | rows=[368] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F369 | value='0.44' | fill=00000000 | rows=[368] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G369 | value='0.44' | fill=00000000 | rows=[368] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H369 | value='0.45' | fill=00000000 | rows=[368] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I369 | value='0.48' | fill=00000000 | rows=[368] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J369 | value='0.51' | fill=00000000 | rows=[368] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K369 | value='0.54' | fill=00000000 | rows=[368] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B370 | value='United Kingdom' | fill=FFE2F2FB | rows=[369] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D370 | value='0.79' | fill=00000000 | rows=[369] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E370 | value='0.79' | fill=00000000 | rows=[369] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F370 | value='0.81' | fill=00000000 | rows=[369] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G370 | value='0.82' | fill=00000000 | rows=[369] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H370 | value='0.86' | fill=00000000 | rows=[369] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I370 | value='0.9' | fill=00000000 | rows=[369] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J370 | value='0.93' | fill=00000000 | rows=[369] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K370 | value='0.94' | fill=00000000 | rows=[369] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L370 | value='0.98' | fill=00000000 | rows=[369] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B371 | value='United States' | fill=FFE2F2FB | rows=[370] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D371 | value='0.39' | fill=00000000 | rows=[370] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E371 | value='0.39' | fill=00000000 | rows=[370] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F371 | value='0.39' | fill=00000000 | rows=[370] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G371 | value='0.39' | fill=00000000 | rows=[370] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H371 | value='0.4' | fill=00000000 | rows=[370] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I371 | value='0.4' | fill=00000000 | rows=[370] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J371 | value='0.4' | fill=00000000 | rows=[370] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K371 | value='0.4' | fill=00000000 | rows=[370] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B372 | value='Non-OECD economies' | fill=FFE2F2FB | rows=[371] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B373 | value='·  Bulgaria' | fill=FFE2F2FB | rows=[372] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D373 | value='1.12' | fill=00000000 | rows=[372] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E373 | value='1.08' | fill=00000000 | rows=[372] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F373 | value='1.17' | fill=00000000 | rows=[372] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G373 | value='1.18' | fill=00000000 | rows=[372] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H373 | value='1.18' | fill=00000000 | rows=[372] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I373 | value='1.2' | fill=00000000 | rows=[372] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J373 | value='1.21' | fill=00000000 | rows=[372] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K373 | value='1.26' | fill=00000000 | rows=[372] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B374 | value='·  Croatia' | fill=FFE2F2FB | rows=[373] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D374 | value='0.68' | fill=00000000 | rows=[373] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E374 | value='0.68' | fill=00000000 | rows=[373] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F374 | value='0.71' | fill=00000000 | rows=[373] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G374 | value='0.73' | fill=00000000 | rows=[373] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H374 | value='0.75' | fill=00000000 | rows=[373] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I374 | value='0.77' | fill=00000000 | rows=[373] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J374 | value='0.82' | fill=00000000 | rows=[373] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K374 | value='0.86' | fill=00000000 | rows=[373] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B375 | value='·  Cyprus' | fill=FFE2F2FB | rows=[374] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D375 | value='0.95' | fill=00000000 | rows=[374] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E375 | value='1.03' | fill=00000000 | rows=[374] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F375 | value='1.07' | fill=00000000 | rows=[374] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G375 | value='1.11' | fill=00000000 | rows=[374] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H375 | value='1.22' | fill=00000000 | rows=[374] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I375 | value='1.32' | fill=00000000 | rows=[374] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J375 | value='1.39' | fill=00000000 | rows=[374] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K375 | value='1.44' | fill=00000000 | rows=[374] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B376 | value='·  Romania' | fill=FFE2F2FB | rows=[375] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D376 | value='0.55' | fill=00000000 | rows=[375] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E376 | value='0.57' | fill=00000000 | rows=[375] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F376 | value='0.59' | fill=00000000 | rows=[375] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G376 | value='0.63' | fill=00000000 | rows=[375] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H376 | value='0.67' | fill=00000000 | rows=[375] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I376 | value='0.7' | fill=00000000 | rows=[375] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J376 | value='0.74' | fill=00000000 | rows=[375] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K376 | value='0.76' | fill=00000000 | rows=[375] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B377 | value='Health profession: Other specialists not elsewhere classified' | fill=FFB7DEF6 | rows=[376] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=False | row_header=False | metadata=False
Cell B378 | value='Australia' | fill=FFE2F2FB | rows=[377] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D378 | value='0.2' | fill=00000000 | rows=[377] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E378 | value='0.22' | fill=00000000 | rows=[377] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F378 | value='0.22' | fill=00000000 | rows=[377] | cols=[5] | col_header=False | row_header=False | metadata=False
