=== society-table52.xlsx ===
Cell A1 | value='Supplementary Table 2. Compilation of olivine data from global kimberlites and lamproites' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell J121 | value='92.7699674527108' | fill=00000000 | rows=[120] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K121 | value='0' | fill=00000000 | rows=[120] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L121 | value='6' | fill=00000000 | rows=[120] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M121 | value='0.0262333333333333' | fill=00000000 | rows=[120] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N121 | value='0.0913666666666667' | fill=00000000 | rows=[120] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O121 | value='0.3484' | fill=00000000 | rows=[120] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P121 | value='0.0229833333333333' | fill=00000000 | rows=[120] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q121 | value='88.9259747667214' | fill=00000000 | rows=[120] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R121 | value='0.588046084419117' | fill=00000000 | rows=[120] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S121 | value='5' | fill=00000000 | rows=[120] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T121 | value='Shaikh et al., 2019' | fill=00000000 | rows=[120] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A123 | value='Western Australia' | fill=00000000 | rows=[122] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A124 | value='Ellendale 4' | fill=00000000 | rows=[123] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B124 | value='olivine lamproite' | fill=00000000 | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C124 | value='Australia' | fill=00000000 | rows=[123] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D124 | value='craton margin' | fill=00000000 | rows=[123] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E124 | value='22' | fill=00000000 | rows=[123] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F124 | value='Evans et al., 2013' | fill=00000000 | rows=[123] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G124 | value='90.9687436757309' | fill=00000000 | rows=[123] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H124 | value='90.9293678872112' | fill=00000000 | rows=[123] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I124 | value='0.407655359201084' | fill=00000000 | rows=[123] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J124 | value='91.5238035072482' | fill=00000000 | rows=[123] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K124 | value='0' | fill=00000000 | rows=[123] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L124 | value='9' | fill=00000000 | rows=[123] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M124 | value='0.0288888888888889' | fill=00000000 | rows=[123] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N124 | value='0.106666666666667' | fill=00000000 | rows=[123] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O124 | value='0.405555555555556' | fill=00000000 | rows=[123] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P124 | value='0.0622222222222222' | fill=00000000 | rows=[123] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q124 | value='91.1864999674464' | fill=00000000 | rows=[123] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R124 | value='0.656256713073522' | fill=00000000 | rows=[123] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S124 | value='48' | fill=00000000 | rows=[123] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T124 | value='Jaques and Foley, 2018' | fill=00000000 | rows=[123] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A125 | value='Ellendale 7' | fill=00000000 | rows=[124] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B125 | value='olivine lamproite' | fill=00000000 | rows=[124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C125 | value='Australia' | fill=00000000 | rows=[124] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D125 | value='craton margin' | fill=00000000 | rows=[124] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E125 | value='22' | fill=00000000 | rows=[124] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F125 | value='Evans et al., 2013' | fill=00000000 | rows=[124] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G125 | value='91.2032057485897' | fill=00000000 | rows=[124] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H125 | value='91.2397867417005' | fill=00000000 | rows=[124] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I125 | value='0.547955275952796' | fill=00000000 | rows=[124] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J125 | value='92.5553574339243' | fill=00000000 | rows=[124] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K125 | value='0' | fill=00000000 | rows=[124] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L125 | value='26' | fill=00000000 | rows=[124] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M125 | value='0.0423076923076923' | fill=00000000 | rows=[124] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N125 | value='0.104615384615385' | fill=00000000 | rows=[124] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O125 | value='0.419230769230769' | fill=00000000 | rows=[124] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P125 | value='0.0511538461538462' | fill=00000000 | rows=[124] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q125 | value='91.1776973227666' | fill=00000000 | rows=[124] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R125 | value='0.731425479563943' | fill=00000000 | rows=[124] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S125 | value='50' | fill=00000000 | rows=[124] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T125 | value='Jaques and Foley, 2018' | fill=00000000 | rows=[124] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A126 | value='Ellendale 9' | fill=00000000 | rows=[125] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B126 | value='olivine lamproite' | fill=00000000 | rows=[125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C126 | value='Australia' | fill=00000000 | rows=[125] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D126 | value='craton margin' | fill=00000000 | rows=[125] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E126 | value='22' | fill=00000000 | rows=[125] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F126 | value='Evans et al., 2013' | fill=00000000 | rows=[125] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G126 | value='91.3646121543223' | fill=00000000 | rows=[125] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H126 | value='91.0950255391218' | fill=00000000 | rows=[125] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I126 | value='0.785062218222981' | fill=00000000 | rows=[125] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J126 | value='92.5142413191852' | fill=00000000 | rows=[125] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K126 | value='0.15' | fill=00000000 | rows=[125] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L126 | value='33' | fill=00000000 | rows=[125] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M126 | value='0.0354545454545455' | fill=00000000 | rows=[125] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N126 | value='0.102424242424242' | fill=00000000 | rows=[125] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O126 | value='0.406363636363636' | fill=00000000 | rows=[125] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P126 | value='0.05' | fill=00000000 | rows=[125] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q126 | value='91.8879251511441' | fill=00000000 | rows=[125] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R126 | value='0.66755050687723' | fill=00000000 | rows=[125] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S126 | value='63' | fill=00000000 | rows=[125] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T126 | value='Jaques and Foley, 2018' | fill=00000000 | rows=[125] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A127 | value='Ellendale 11' | fill=00000000 | rows=[126] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B127 | value='olivine lamproite' | fill=00000000 | rows=[126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C127 | value='Australia' | fill=00000000 | rows=[126] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D127 | value='craton margin' | fill=00000000 | rows=[126] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E127 | value='22' | fill=00000000 | rows=[126] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F127 | value='Evans et al., 2013' | fill=00000000 | rows=[126] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G127 | value='91.2243349930547' | fill=00000000 | rows=[126] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H127 | value='91.2306832927843' | fill=00000000 | rows=[126] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I127 | value='0.287157513264553' | fill=00000000 | rows=[126] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J127 | value='91.870701526889' | fill=00000000 | rows=[126] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K127 | value='0' | fill=00000000 | rows=[126] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L127 | value='16' | fill=00000000 | rows=[126] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M127 | value='0.02875' | fill=00000000 | rows=[126] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N127 | value='0.105625' | fill=00000000 | rows=[126] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O127 | value='0.40625' | fill=00000000 | rows=[126] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P127 | value='0.044375' | fill=00000000 | rows=[126] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q127 | value='91.0575733507989' | fill=00000000 | rows=[126] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R127 | value='0.628443733394199' | fill=00000000 | rows=[126] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S127 | value='50' | fill=00000000 | rows=[126] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T127 | value='Jaques and Foley, 2018' | fill=00000000 | rows=[126] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A128 | value='Mt Cedric' | fill=00000000 | rows=[127] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B128 | value='olivine lamproite' | fill=00000000 | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C128 | value='Australia' | fill=00000000 | rows=[127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D128 | value='craton margin' | fill=00000000 | rows=[127] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G128 | value='92.3872850180789' | fill=00000000 | rows=[127] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H128 | value='92.1453525848795' | fill=00000000 | rows=[127] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I128 | value='0.525113500213433' | fill=00000000 | rows=[127] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J128 | value='92.9150341860644' | fill=00000000 | rows=[127] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K128 | value='0' | fill=00000000 | rows=[127] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L128 | value='9' | fill=00000000 | rows=[127] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M128 | value='0.00666666666666667' | fill=00000000 | rows=[127] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N128 | value='0.102222222222222' | fill=00000000 | rows=[127] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O128 | value='0.401111111111111' | fill=00000000 | rows=[127] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P128 | value='0.0333333333333333' | fill=00000000 | rows=[127] | cols=[15] | col_header=False | row_header=False | metadata=False
