=== health-table02.xlsx ===
Cell B1 | value='Healthcare provider resources' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell D169 | value='12.58' | fill=00000000 | rows=[168] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E169 | value='11.24' | fill=00000000 | rows=[168] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F169 | value='11.01' | fill=00000000 | rows=[168] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G169 | value='10.81' | fill=00000000 | rows=[168] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H169 | value='10.24' | fill=00000000 | rows=[168] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I169 | value='9.63' | fill=00000000 | rows=[168] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J169 | value='9.59' | fill=00000000 | rows=[168] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K169 | value='9.95' | fill=00000000 | rows=[168] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L169 | value='9.51' | fill=00000000 | rows=[168] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B170 | value='Poland' | fill=FFE2F2FB | rows=[169] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D170 | value='25.15' | fill=00000000 | rows=[169] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E170 | value='25.19' | fill=00000000 | rows=[169] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F170 | value='25.01' | fill=00000000 | rows=[169] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G170 | value='24.97' | fill=00000000 | rows=[169] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H170 | value='23.19' | fill=00000000 | rows=[169] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I170 | value='23.41' | fill=00000000 | rows=[169] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J170 | value='23.56' | fill=00000000 | rows=[169] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K170 | value='23.69' | fill=00000000 | rows=[169] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B171 | value='Portugal' | fill=FFE2F2FB | rows=[170] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D171 | value='16.28' | fill=00000000 | rows=[170] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E171 | value='16.51' | fill=00000000 | rows=[170] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F171 | value='16.54' | fill=00000000 | rows=[170] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G171 | value='16.84' | fill=00000000 | rows=[170] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H171 | value='17.19' | fill=00000000 | rows=[170] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I171 | value='17.24' | fill=00000000 | rows=[170] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J171 | value='17.29' | fill=00000000 | rows=[170] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K171 | value='17.52' | fill=00000000 | rows=[170] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B172 | value='Slovak Republic' | fill=FFE2F2FB | rows=[171] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D172 | value='13.46' | fill=00000000 | rows=[171] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E172 | value='13.44' | fill=00000000 | rows=[171] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F172 | value='13.24' | fill=00000000 | rows=[171] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G172 | value='13.22' | fill=00000000 | rows=[171] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H172 | value='12.65' | fill=00000000 | rows=[171] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I172 | value='13.01' | fill=00000000 | rows=[171] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J172 | value='13.05' | fill=00000000 | rows=[171] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K172 | value='14.18' | fill=00000000 | rows=[171] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B173 | value='Slovenia' | fill=FFE2F2FB | rows=[172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D173 | value='5.82' | fill=00000000 | rows=[172] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E173 | value='5.81' | fill=00000000 | rows=[172] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F173 | value='5.81' | fill=00000000 | rows=[172] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G173 | value='5.8' | fill=00000000 | rows=[172] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H173 | value='5.74' | fill=00000000 | rows=[172] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I173 | value='5.71' | fill=00000000 | rows=[172] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J173 | value='5.7' | fill=00000000 | rows=[172] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K173 | value='5.69' | fill=00000000 | rows=[172] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L173 | value='5.67' | fill=00000000 | rows=[172] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B174 | value='Spain' | fill=FFE2F2FB | rows=[173] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D174 | value='12.02' | fill=00000000 | rows=[173] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E174 | value='11.99' | fill=00000000 | rows=[173] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F174 | value='12.16' | fill=00000000 | rows=[173] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G174 | value='12.2' | fill=00000000 | rows=[173] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H174 | value='12.02' | fill=00000000 | rows=[173] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I174 | value='11.97' | fill=00000000 | rows=[173] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J174 | value='12.15' | fill=00000000 | rows=[173] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K174 | value='11.57' | fill=00000000 | rows=[173] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B175 | value='Switzerland' | fill=FFE2F2FB | rows=[174] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D175 | value='12.8' | fill=00000000 | rows=[174] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E175 | value='12.18' | fill=00000000 | rows=[174] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F175 | value='12.07' | fill=00000000 | rows=[174] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G175 | value='11.98' | fill=00000000 | rows=[174] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H175 | value='12.24' | fill=00000000 | rows=[174] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I175 | value='12.27' | fill=00000000 | rows=[174] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J175 | value='11.95' | fill=00000000 | rows=[174] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K175 | value='11.51' | fill=00000000 | rows=[174] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B176 | value='Türkiye' | fill=FFE2F2FB | rows=[175] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D176 | value='17.98' | fill=00000000 | rows=[175] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E176 | value='17.47' | fill=00000000 | rows=[175] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F176 | value='17.48' | fill=00000000 | rows=[175] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G176 | value='17.26' | fill=00000000 | rows=[175] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H176 | value='17.28' | fill=00000000 | rows=[175] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I176 | value='17.14' | fill=00000000 | rows=[175] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J176 | value='17.17' | fill=00000000 | rows=[175] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K176 | value='17.12' | fill=00000000 | rows=[175] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B177 | value='United Kingdom' | fill=FFE2F2FB | rows=[176] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D177 | value='11.78' | fill=00000000 | rows=[176] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E177 | value='11.64' | fill=00000000 | rows=[176] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F177 | value='11.51' | fill=00000000 | rows=[176] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G177 | value='11.36' | fill=00000000 | rows=[176] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H177 | value='11.44' | fill=00000000 | rows=[176] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I177 | value='10.84' | fill=00000000 | rows=[176] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J177 | value='11.97' | fill=00000000 | rows=[176] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K177 | value='11.99' | fill=00000000 | rows=[176] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B178 | value='United States' | fill=FFE2F2FB | rows=[177] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D178 | value='13.89' | fill=00000000 | rows=[177] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E178 | value='13.77' | fill=00000000 | rows=[177] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F178 | value='14.07' | fill=00000000 | rows=[177] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G178 | value='13.85' | fill=00000000 | rows=[177] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H178 | value='13.65' | fill=00000000 | rows=[177] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I178 | value='13.5' | fill=00000000 | rows=[177] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J178 | value='13.49' | fill=00000000 | rows=[177] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K178 | value='13.43' | fill=00000000 | rows=[177] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B179 | value='Non-OECD economies' | fill=FFE2F2FB | rows=[178] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B180 | value='·  Bulgaria' | fill=FFE2F2FB | rows=[179] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D180 | value='25.22' | fill=00000000 | rows=[179] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E180 | value='25.39' | fill=00000000 | rows=[179] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F180 | value='26' | fill=00000000 | rows=[179] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G180 | value='26.33' | fill=00000000 | rows=[179] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H180 | value='26.38' | fill=00000000 | rows=[179] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I180 | value='26.39' | fill=00000000 | rows=[179] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J180 | value='26.46' | fill=00000000 | rows=[179] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K180 | value='26.95' | fill=00000000 | rows=[179] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B181 | value='·  Croatia' | fill=FFE2F2FB | rows=[180] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D181 | value='6.66' | fill=00000000 | rows=[180] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E181 | value='6.71' | fill=00000000 | rows=[180] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F181 | value='7.27' | fill=00000000 | rows=[180] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G181 | value='7.34' | fill=00000000 | rows=[180] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H181 | value='7.38' | fill=00000000 | rows=[180] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I181 | value='7.41' | fill=00000000 | rows=[180] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J181 | value='7.73' | fill=00000000 | rows=[180] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K181 | value='7.78' | fill=00000000 | rows=[180] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B182 | value='·  Romania' | fill=FFE2F2FB | rows=[181] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D182 | value='13.32' | fill=00000000 | rows=[181] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E182 | value='13.5' | fill=00000000 | rows=[181] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F182 | value='13.58' | fill=00000000 | rows=[181] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G182 | value='13.91' | fill=00000000 | rows=[181] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H182 | value='13.68' | fill=00000000 | rows=[181] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I182 | value='13.8' | fill=00000000 | rows=[181] | cols=[8] | col_header=False | row_header=False | metadata=False
