=== society-table41.xlsx ===
Cell C1 | value='Demographic and Epidemiological Data' | fill=FF00B0F0 | rows=[0] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell F77 | value='1' | fill=9 | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='All children' | fill=00000000 | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='681650' | fill=00000000 | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='677212' | fill=00000000 | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='674024' | fill=00000000 | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A78 | value='64' | fill=7 | rows=[77] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B78 | value='60' | fill=7 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C78 | value='Measles - Single dose' | fill=FF00B050 | rows=[77] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D78 | value='Measles - Single dose' | fill=FF00B050 | rows=[77] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E78 | value='Children < 1' | fill=00000000 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F78 | value='1' | fill=9 | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='All children' | fill=00000000 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='681650' | fill=00000000 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='677212' | fill=00000000 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='674024' | fill=00000000 | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A79 | value='65' | fill=5 | rows=[78] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B79 | value='33' | fill=5 | rows=[78] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C79 | value='Maternal sepsis case management' | fill=FF00B050 | rows=[78] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D79 | value='Maternal sepsis case management' | fill=FF00B050 | rows=[78] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E79 | value='Births' | fill=00000000 | rows=[78] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F79 | value='0.025' | fill=9 | rows=[78] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G79 | value='Adding It Up' | fill=00000000 | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H79 | value='17041.25' | fill=00000000 | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I79 | value='16930.3' | fill=00000000 | rows=[78] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J79 | value='16850.6' | fill=00000000 | rows=[78] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K79 | value='No data in LiST' | fill=00000000 | rows=[78] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell C80 | value='Case management of premature babies' | fill=FF00B050 | rows=[79] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D80 | value='Pre-term: Small for gestational age (SGA)+Pre-term: Appropriate for gestational age (AGA)' | fill=FF00B050 | rows=[79] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E80 | value='Newborns' | fill=00000000 | rows=[79] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F80 | value='0.0667' | fill=9 | rows=[79] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H80 | value='45466.055' | fill=00000000 | rows=[79] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I80 | value='45170.0404' | fill=00000000 | rows=[79] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J80 | value='44957.4008' | fill=00000000 | rows=[79] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K80 | value='LiST/Health status, mortality and economic status/Baseline child health status: Pre-term' | fill=00000000 | rows=[79] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A81 | value='66' | fill=5 | rows=[80] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B81 | value='43' | fill=5 | rows=[80] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C81 | value='Kangaroo-Mother Care (KMC)' | fill=FF00B050 | rows=[80] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D81 | value='Pre-term: Small for gestational age (SGA)+Pre-term: Appropriate for gestational age (AGA)' | fill=FF00B050 | rows=[80] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E81 | value='Newborns' | fill=00000000 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F81 | value='0.0667' | fill=9 | rows=[80] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H81 | value='45466.055' | fill=00000000 | rows=[80] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I81 | value='45170.0404' | fill=00000000 | rows=[80] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J81 | value='44957.4008' | fill=00000000 | rows=[80] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K81 | value='LiST/Health status, mortality and economic status/Baseline child health status: Pre-term' | fill=00000000 | rows=[80] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A82 | value='67' | fill=5 | rows=[81] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B82 | value='44' | fill=5 | rows=[81] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C82 | value='Full supportive care of prematurity' | fill=FF00B050 | rows=[81] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D82 | value='Pre-term: Small for gestational age (SGA)' | fill=FF00B050 | rows=[81] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E82 | value='Newborns' | fill=00000000 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F82 | value='0.00107' | fill=9 | rows=[81] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G82 | value='Assumed 10% of all premature' | fill=00000000 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='729.3655' | fill=00000000 | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='724.61684' | fill=00000000 | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='721.20568' | fill=00000000 | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='LiST/Health status, mortality and economic status/Baseline child health status: Pre-term' | fill=00000000 | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell C83 | value='Case management of neonatal sepsis/pneumonia' | fill=FF00B050 | rows=[82] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D83 | value='Incidence of severe pneumonia' | fill=FF00B050 | rows=[82] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E83 | value='Newborns' | fill=00000000 | rows=[82] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F83 | value='0.097' | fill=9 | rows=[82] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H83 | value='66120.05' | fill=00000000 | rows=[82] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I83 | value='65689.564' | fill=00000000 | rows=[82] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J83 | value='65380.328' | fill=00000000 | rows=[82] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K83 | value='LiST/Health status, mortality and economic status/Baseline child health status' | fill=00000000 | rows=[82] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A84 | value='68' | fill=5 | rows=[83] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B84 | value='45' | fill=5 | rows=[83] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C84 | value='Oral antibiotics' | fill=FF00B050 | rows=[83] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D84 | value='Oral antibiotics' | fill=FF00B050 | rows=[83] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E84 | value='Newborns' | fill=00000000 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F84 | value='0.194' | fill=9 | rows=[83] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G84 | value='Assumed 2x incidence of severe' | fill=00000000 | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H84 | value='132240.1' | fill=00000000 | rows=[83] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I84 | value='131379.128' | fill=00000000 | rows=[83] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J84 | value='130760.656' | fill=00000000 | rows=[83] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K84 | value='No data for pneumonia, just severe pneumonia' | fill=00000000 | rows=[83] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A85 | value='69' | fill=5 | rows=[84] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B85 | value='46' | fill=5 | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C85 | value='Injectable antibiotics' | fill=FF00B050 | rows=[84] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D85 | value='Injectable antibiotics' | fill=FF00B050 | rows=[84] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E85 | value='Newborns' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='0.194' | fill=9 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='Assumed 2x incidence of severe' | fill=00000000 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='132240.1' | fill=00000000 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='131379.128' | fill=00000000 | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='130760.656' | fill=00000000 | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='No data for pneumonia, just severe pneumonia' | fill=00000000 | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A86 | value='70' | fill=5 | rows=[85] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B86 | value='47' | fill=5 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C86 | value='Full supportive care' | fill=FF00B050 | rows=[85] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D86 | value='Full supportive care' | fill=FF00B050 | rows=[85] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E86 | value='Newborns' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='0.097' | fill=9 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H86 | value='66120.05' | fill=00000000 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='65689.564' | fill=00000000 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='65380.328' | fill=00000000 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='Incidence of severe pneumonia, seems low' | fill=00000000 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A87 | value='71' | fill=5 | rows=[86] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B87 | value='63' | fill=5 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='ORS - Oral Rehydration Solution' | fill=FF00B050 | rows=[86] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D87 | value='Incidence of diarrhea' | fill=FF00B050 | rows=[86] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E87 | value='Children Under 5' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='0.12' | fill=FF9999FF | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='2-weekly prevalence rate' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='1567077.47368421' | fill=FF9999FF | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='1567077.47368421' | fill=FF9999FF | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='1567077.47368421' | fill=FF9999FF | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='LiST/Health status, mortality and economic status/Baseline child health status: Incidence of diarrhea' | fill=00000000 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A88 | value='72' | fill=5 | rows=[87] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B88 | value='64' | fill=5 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
