=== economy-table48.xlsx ===
Cell A1 | value='Zone Name' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell I285 | value='10' | fill=00000000 | rows=[284] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J285 | value='0.04' | fill=00000000 | rows=[284] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K285 | value='1' | fill=00000000 | rows=[284] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L285 | value='0.05' | fill=00000000 | rows=[284] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M285 | value='Delete' | fill=00000000 | rows=[284] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B286 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[285] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C286 | value='34347' | fill=00000000 | rows=[285] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D286 | value='1820025584S' | fill=00000000 | rows=[285] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E286 | value='Best Damn Apple Ale 1/16C' | fill=00000000 | rows=[285] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F286 | value='Specialty' | fill=00000000 | rows=[285] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G286 | value='Single' | fill=00000000 | rows=[285] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I286 | value='10' | fill=00000000 | rows=[285] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J286 | value='0' | fill=00000000 | rows=[285] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K286 | value='1' | fill=00000000 | rows=[285] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L286 | value='0' | fill=00000000 | rows=[285] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M286 | value='Delete' | fill=00000000 | rows=[285] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B287 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[286] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C287 | value='34347' | fill=00000000 | rows=[286] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D287 | value='1820000795' | fill=00000000 | rows=[286] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E287 | value='Bud Light 1/16AL' | fill=00000000 | rows=[286] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F287 | value='Premium' | fill=00000000 | rows=[286] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G287 | value='Single' | fill=00000000 | rows=[286] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I287 | value='11' | fill=00000000 | rows=[286] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J287 | value='0' | fill=00000000 | rows=[286] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K287 | value='1' | fill=00000000 | rows=[286] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L287 | value='0' | fill=00000000 | rows=[286] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M287 | value='Delete' | fill=00000000 | rows=[286] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B288 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[287] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C288 | value='34347' | fill=00000000 | rows=[287] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D288 | value='1820025533' | fill=00000000 | rows=[287] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E288 | value='Bud Light Lime Mang-O-Rita 1/25C' | fill=00000000 | rows=[287] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F288 | value='FMB' | fill=00000000 | rows=[287] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G288 | value='Single' | fill=00000000 | rows=[287] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I288 | value='9' | fill=00000000 | rows=[287] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J288 | value='0' | fill=00000000 | rows=[287] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K288 | value='1' | fill=00000000 | rows=[287] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L288 | value='0' | fill=00000000 | rows=[287] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M288 | value='Delete' | fill=00000000 | rows=[287] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B289 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[288] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C289 | value='34347' | fill=00000000 | rows=[288] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D289 | value='84980600116' | fill=00000000 | rows=[288] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E289 | value='Four Loko Gold 14 pct 1/24C' | fill=00000000 | rows=[288] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F289 | value='FMB' | fill=00000000 | rows=[288] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G289 | value='Single' | fill=00000000 | rows=[288] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I289 | value='9' | fill=00000000 | rows=[288] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J289 | value='0' | fill=00000000 | rows=[288] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K289 | value='1' | fill=00000000 | rows=[288] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L289 | value='0' | fill=00000000 | rows=[288] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M289 | value='Delete' | fill=00000000 | rows=[288] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B290 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[289] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C290 | value='34347' | fill=00000000 | rows=[289] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D290 | value='63598524985' | fill=00000000 | rows=[289] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E290 | value='Mikes HARDER Cranberry Lemonade 1/23.5C' | fill=00000000 | rows=[289] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F290 | value='FMB' | fill=00000000 | rows=[289] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G290 | value='Single' | fill=00000000 | rows=[289] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I290 | value='9' | fill=00000000 | rows=[289] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J290 | value='0' | fill=00000000 | rows=[289] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K290 | value='1' | fill=00000000 | rows=[289] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L290 | value='0' | fill=00000000 | rows=[289] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M290 | value='Delete' | fill=00000000 | rows=[289] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B291 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[290] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C291 | value='34347' | fill=00000000 | rows=[290] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D291 | value='63598524583' | fill=00000000 | rows=[290] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E291 | value='Mikes HARDER Lemonade 1/23.5C' | fill=00000000 | rows=[290] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F291 | value='FMB' | fill=00000000 | rows=[290] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G291 | value='Single' | fill=00000000 | rows=[290] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I291 | value='9' | fill=00000000 | rows=[290] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J291 | value='0' | fill=00000000 | rows=[290] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K291 | value='1' | fill=00000000 | rows=[290] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L291 | value='0' | fill=00000000 | rows=[290] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M291 | value='Delete' | fill=00000000 | rows=[290] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B292 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C292 | value='34347' | fill=00000000 | rows=[291] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D292 | value='1820096919' | fill=00000000 | rows=[291] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E292 | value='Mixx Tail Long Island 1/25C' | fill=00000000 | rows=[291] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F292 | value='FMB' | fill=00000000 | rows=[291] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G292 | value='Single' | fill=00000000 | rows=[291] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I292 | value='9' | fill=00000000 | rows=[291] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J292 | value='0' | fill=00000000 | rows=[291] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K292 | value='1' | fill=00000000 | rows=[291] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L292 | value='0' | fill=00000000 | rows=[291] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M292 | value='Delete' | fill=00000000 | rows=[291] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A293 | value='NORTH ATLANTIC' | fill=FF00B050 | rows=[292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B293 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[292] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C293 | value='39253' | fill=00000000 | rows=[292] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D293 | value='1820021985' | fill=00000000 | rows=[292] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E293 | value='Budweiser 3/25C' | fill=00000000 | rows=[292] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F293 | value='Premium' | fill=00000000 | rows=[292] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G293 | value='Multi' | fill=00000000 | rows=[292] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I293 | value='8' | fill=00000000 | rows=[292] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J293 | value='1.71' | fill=00000000 | rows=[292] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K293 | value='3' | fill=00000000 | rows=[292] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L293 | value='13.69' | fill=00000000 | rows=[292] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B294 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[293] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C294 | value='39253' | fill=00000000 | rows=[293] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D294 | value='1820021986' | fill=00000000 | rows=[293] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E294 | value='Bud Light 3/25C' | fill=00000000 | rows=[293] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F294 | value='Premium' | fill=00000000 | rows=[293] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G294 | value='Multi' | fill=00000000 | rows=[293] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I294 | value='12' | fill=00000000 | rows=[293] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J294 | value='1.11' | fill=00000000 | rows=[293] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K294 | value='5' | fill=00000000 | rows=[293] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L294 | value='8.84' | fill=00000000 | rows=[293] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B295 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[294] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C295 | value='39253' | fill=00000000 | rows=[294] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D295 | value='1820053218' | fill=00000000 | rows=[294] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E295 | value='Bud Light 18/12C' | fill=00000000 | rows=[294] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F295 | value='Premium' | fill=00000000 | rows=[294] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G295 | value='Multi' | fill=00000000 | rows=[294] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I295 | value='6' | fill=00000000 | rows=[294] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J295 | value='0.39' | fill=00000000 | rows=[294] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K295 | value='12' | fill=00000000 | rows=[294] | cols=[10] | col_header=False | row_header=False | metadata=False
