=== society-table26.xlsx ===
Cell D1 | value='Excess COVID Death Associated with Maintaining Essential Services' | fill=00000000 | rows=[0] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell U74 | value='0.856746209958597' | fill=7 | rows=[73] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V74 | value='0.0058138729330639' | fill=7 | rows=[73] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W74 | value='0.00445730258201566' | fill=7 | rows=[73] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X74 | value='395.942188360451' | fill=7 | rows=[73] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y74 | value='0.771321150592385' | fill=7 | rows=[73] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z74 | value='0.00545290733582859' | fill=7 | rows=[73] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA74 | value='0.00418056229080192' | fill=7 | rows=[73] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB74 | value='334.223413462741' | fill=7 | rows=[73] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC74 | value='0.651088960472963' | fill=7 | rows=[73] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD74 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[73] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A75 | value='x' | fill=00000000 | rows=[74] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B75 | value='58' | fill=7 | rows=[74] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C75 | value='62' | fill=7 | rows=[74] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E75 | value='Meningococcal A - Single dose' | fill=7 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F75 | value='0' | fill=7 | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G75 | value='1' | fill=7 | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='0.9' | fill=7 | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I75 | value='0.87' | fill=7 | rows=[74] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J75 | value='0.00337488345159576' | fill=7 | rows=[74] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K75 | value='0.00258741064622341' | fill=7 | rows=[74] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L75 | value='0' | fill=7 | rows=[74] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M75 | value='0' | fill=7 | rows=[74] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N75 | value='0.00330079028006769' | fill=7 | rows=[74] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O75 | value='0.00253060588138523' | fill=7 | rows=[74] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P75 | value='0' | fill=7 | rows=[74] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q75 | value='0' | fill=7 | rows=[74] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R75 | value='0.00323411410781771' | fill=7 | rows=[74] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S75 | value='0.00247948748266024' | fill=7 | rows=[74] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T75 | value='0' | fill=7 | rows=[74] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U75 | value='0' | fill=7 | rows=[74] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V75 | value='0.00291117393336704' | fill=7 | rows=[74] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W75 | value='0.0022319000155814' | fill=7 | rows=[74] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X75 | value='0' | fill=7 | rows=[74] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y75 | value='0' | fill=7 | rows=[74] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z75 | value='0.00273018061099861' | fill=7 | rows=[74] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA75 | value='0.00209313846843227' | fill=7 | rows=[74] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB75 | value='0' | fill=7 | rows=[74] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC75 | value='0' | fill=7 | rows=[74] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD75 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[74] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A76 | value='x' | fill=00000000 | rows=[75] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B76 | value='59' | fill=7 | rows=[75] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C76 | value='63' | fill=7 | rows=[75] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E76 | value='Malaria vaccine - Three doses' | fill=7 | rows=[75] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F76 | value='0' | fill=7 | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='3' | fill=7 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='2.7' | fill=7 | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='0.87' | fill=7 | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='0.0100905192792287' | fill=7 | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K76 | value='0.00773606478074197' | fill=7 | rows=[75] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L76 | value='0' | fill=7 | rows=[75] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M76 | value='0' | fill=7 | rows=[75] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N76 | value='0.00986972115360873' | fill=7 | rows=[75] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O76 | value='0.0075667862177667' | fill=7 | rows=[75] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P76 | value='0' | fill=7 | rows=[75] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q76 | value='0' | fill=7 | rows=[75] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R76 | value='0.00967099766846335' | fill=7 | rows=[75] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S76 | value='0.00741443154582191' | fill=7 | rows=[75] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T76 | value='0' | fill=7 | rows=[75] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U76 | value='0' | fill=7 | rows=[75] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V76 | value='0.00870812167109636' | fill=7 | rows=[75] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W76 | value='0.00667622661450721' | fill=7 | rows=[75] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X76 | value='0' | fill=7 | rows=[75] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y76 | value='0' | fill=7 | rows=[75] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z76 | value='0.00816820052494527' | fill=7 | rows=[75] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA76 | value='0.00626228706912471' | fill=7 | rows=[75] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB76 | value='0' | fill=7 | rows=[75] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC76 | value='0' | fill=7 | rows=[75] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD76 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[75] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A77 | value='x' | fill=00000000 | rows=[76] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B77 | value='60' | fill=7 | rows=[76] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C77 | value='64' | fill=7 | rows=[76] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E77 | value='Measles - Single dose' | fill=7 | rows=[76] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F77 | value='230500' | fill=7 | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='1' | fill=7 | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='0.9' | fill=7 | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='0.87' | fill=7 | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='0.00337488345159576' | fill=7 | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K77 | value='0.00258741064622341' | fill=7 | rows=[76] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L77 | value='3757.30836991333' | fill=7 | rows=[76] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M77 | value='9.54714942760994' | fill=7 | rows=[76] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N77 | value='0.00330079028006769' | fill=7 | rows=[76] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O77 | value='0.00253060588138523' | fill=7 | rows=[76] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P77 | value='3674.81933065356' | fill=7 | rows=[76] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q77 | value='7.15878721102195' | fill=7 | rows=[76] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R77 | value='0.00323411410781771' | fill=7 | rows=[76] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S77 | value='0.00247948748266024' | fill=7 | rows=[76] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T77 | value='3600.58774794507' | fill=7 | rows=[76] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U77 | value='7.01417925696155' | fill=7 | rows=[76] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V77 | value='0.00291117393336704' | fill=7 | rows=[76] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W77 | value='0.0022319000155814' | fill=7 | rows=[76] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X77 | value='3241.05360762652' | fill=7 | rows=[76] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y77 | value='6.31378335336744' | fill=7 | rows=[76] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z77 | value='0.00273018061099861' | fill=7 | rows=[76] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA77 | value='0.00209313846843227' | fill=7 | rows=[76] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB77 | value='2735.59592424053' | fill=7 | rows=[76] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC77 | value='5.32911889126641' | fill=7 | rows=[76] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD77 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[76] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A78 | value='x' | fill=00000000 | rows=[77] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B78 | value='61' | fill=5 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C78 | value='47' | fill=5 | rows=[77] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D78 | value='Child Health' | fill=5 | rows=[77, 78, 79, 80, 81, 82, 83, 84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E78 | value='Vitamin A supplementation' | fill=5 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F78 | value='0' | fill=5 | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='2' | fill=5 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='1.8' | fill=5 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='0.89' | fill=5 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='0.00673837706487967' | fill=5 | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='0.00516608908307442' | fill=5 | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L78 | value='0' | fill=5 | rows=[77] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M78 | value='0' | fill=5 | rows=[77] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N78 | value='0.00659068534366247' | fill=5 | rows=[77] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O78 | value='0.00505285876347456' | fill=5 | rows=[77] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P78 | value='0' | fill=5 | rows=[77] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q78 | value='0' | fill=5 | rows=[77] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R78 | value='0.00645776872157322' | fill=5 | rows=[77] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S78 | value='0.0049509560198728' | fill=5 | rows=[77] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T78 | value='0' | fill=5 | rows=[77] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U78 | value='0' | fill=5 | rows=[77] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V78 | value='0.0058138729330639' | fill=5 | rows=[77] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W78 | value='0.00445730258201566' | fill=5 | rows=[77] | cols=[22] | col_header=False | row_header=False | metadata=False
