=== society-table47.xlsx ===
Cell B1 | value='293' | fill=00000000 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell K25 | value='0' | fill=None | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='0.348837209302326' | fill=None | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O25 | value='0.813953488372094' | fill=None | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell BO25 | value='10.581395348837223' | fill=None | rows=[24] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP25 | value='0' | fill=None | rows=[24] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ25 | value='0' | fill=None | rows=[24] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR25 | value='0' | fill=None | rows=[24] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS25 | value='0' | fill=None | rows=[24] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT25 | value='0' | fill=None | rows=[24] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU25 | value='0' | fill=None | rows=[24] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW25 | value='10.581395348837223' | fill=FF00B0F0 | rows=[24] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX25 | value='#REF!' | fill=FF00B0F0 | rows=[24] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell BO26 | value='0' | fill=None | rows=[25] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP26 | value='0' | fill=None | rows=[25] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ26 | value='0' | fill=None | rows=[25] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR26 | value='0' | fill=None | rows=[25] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS26 | value='0' | fill=None | rows=[25] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT26 | value='0' | fill=None | rows=[25] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU26 | value='0' | fill=None | rows=[25] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW26 | value='0' | fill=FF00B0F0 | rows=[25] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX26 | value='#REF!' | fill=FF00B0F0 | rows=[25] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell BO27 | value='0' | fill=None | rows=[26] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP27 | value='0' | fill=None | rows=[26] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ27 | value='0' | fill=None | rows=[26] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR27 | value='0' | fill=None | rows=[26] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS27 | value='0' | fill=None | rows=[26] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT27 | value='0' | fill=None | rows=[26] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU27 | value='0' | fill=None | rows=[26] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW27 | value='0' | fill=FF00B0F0 | rows=[26] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX27 | value='#REF!' | fill=FF00B0F0 | rows=[26] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A28 | value='Delivery Care' | fill=FFFFFF00 | rows=[27] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A29 | value='Raising community awareness on importance of delivery in health services' | fill=FF00B050 | rows=[28] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell T29 | value='2.894736842105262' | fill=None | rows=[28] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U29 | value='3.1578947368421035' | fill=None | rows=[28] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V29 | value='3.4210526315789456' | fill=None | rows=[28] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell X29 | value='0.263157894736842' | fill=None | rows=[28] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y29 | value='0' | fill=None | rows=[28] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z29 | value='0' | fill=None | rows=[28] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA29 | value='0' | fill=None | rows=[28] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD29 | value='6.447368421052628' | fill=None | rows=[28] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF29 | value='0' | fill=None | rows=[28] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell BO29 | value='0' | fill=None | rows=[28] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP29 | value='16.18421052631578' | fill=None | rows=[28] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ29 | value='0' | fill=None | rows=[28] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR29 | value='0' | fill=None | rows=[28] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS29 | value='0' | fill=None | rows=[28] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT29 | value='0' | fill=None | rows=[28] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU29 | value='0' | fill=None | rows=[28] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW29 | value='16.18421052631578' | fill=FF00B0F0 | rows=[28] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX29 | value='#REF!' | fill=FF00B0F0 | rows=[28] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell BO30 | value='0' | fill=None | rows=[29] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP30 | value='0' | fill=None | rows=[29] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ30 | value='0' | fill=None | rows=[29] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR30 | value='0' | fill=None | rows=[29] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS30 | value='0' | fill=None | rows=[29] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT30 | value='0' | fill=None | rows=[29] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU30 | value='0' | fill=None | rows=[29] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW30 | value='0' | fill=FF00B0F0 | rows=[29] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX30 | value='#REF!' | fill=FF00B0F0 | rows=[29] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell BO31 | value='0' | fill=None | rows=[30] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP31 | value='0' | fill=None | rows=[30] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ31 | value='0' | fill=None | rows=[30] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR31 | value='0' | fill=None | rows=[30] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS31 | value='0' | fill=None | rows=[30] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT31 | value='0' | fill=None | rows=[30] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU31 | value='0' | fill=None | rows=[30] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW31 | value='0' | fill=FF00B0F0 | rows=[30] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX31 | value='#REF!' | fill=FF00B0F0 | rows=[30] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A32 | value='Newborn Care' | fill=FFFFFF00 | rows=[31] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A33 | value='Capacity building of HCP in delivery room on ENC package in COVID context' | fill=FF00B050 | rows=[32] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell AG33 | value='27.499999999999986' | fill=None | rows=[32] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH33 | value='46.05263157894735' | fill=None | rows=[32] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI33 | value='38.15789473684209' | fill=None | rows=[32] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ33 | value='31.184210526315773' | fill=None | rows=[32] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AN33 | value='160.5263157894736' | fill=None | rows=[32] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell BO33 | value='0' | fill=None | rows=[32] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP33 | value='0' | fill=None | rows=[32] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ33 | value='303.42105263157885' | fill=None | rows=[32] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR33 | value='0' | fill=None | rows=[32] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS33 | value='0' | fill=None | rows=[32] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT33 | value='0' | fill=None | rows=[32] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU33 | value='0' | fill=None | rows=[32] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW33 | value='303.42105263157885' | fill=FF00B0F0 | rows=[32] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX33 | value='#REF!' | fill=FF00B0F0 | rows=[32] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell BO34 | value='0' | fill=None | rows=[33] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP34 | value='0' | fill=None | rows=[33] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ34 | value='0' | fill=None | rows=[33] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR34 | value='0' | fill=None | rows=[33] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS34 | value='0' | fill=None | rows=[33] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT34 | value='0' | fill=None | rows=[33] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU34 | value='0' | fill=None | rows=[33] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW34 | value='0' | fill=FF00B0F0 | rows=[33] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX34 | value='#REF!' | fill=FF00B0F0 | rows=[33] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell BO35 | value='0' | fill=None | rows=[34] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP35 | value='0' | fill=None | rows=[34] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ35 | value='0' | fill=None | rows=[34] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR35 | value='0' | fill=None | rows=[34] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS35 | value='0' | fill=None | rows=[34] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT35 | value='0' | fill=None | rows=[34] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU35 | value='0' | fill=None | rows=[34] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW35 | value='0' | fill=FF00B0F0 | rows=[34] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX35 | value='#REF!' | fill=FF00B0F0 | rows=[34] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A36 | value='Vaccination' | fill=FFFFFF00 | rows=[35] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A37 | value='Tracing of vacination defaulters and conducting home visits' | fill=FF00B050 | rows=[36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell BO37 | value='0' | fill=None | rows=[36] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP37 | value='0' | fill=None | rows=[36] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ37 | value='0' | fill=None | rows=[36] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR37 | value='0' | fill=None | rows=[36] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS37 | value='0' | fill=None | rows=[36] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT37 | value='0' | fill=None | rows=[36] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU37 | value='0' | fill=None | rows=[36] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW37 | value='0' | fill=FF00B0F0 | rows=[36] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX37 | value='#REF!' | fill=FF00B0F0 | rows=[36] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell BO38 | value='0' | fill=None | rows=[37] | cols=[66] | col_header=False | row_header=False | metadata=False
