=== religion-table07.xlsx ===
Cell A1 | value='Table 14: Highest level of educational attainment by religion, 2012 to 2018' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell D55 | value='29.4' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='5' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='4.4' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='5.5' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='15.4' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='14.4' | fill=00000000 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='16.4' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='15.8' | fill=00000000 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L55 | value='14.8' | fill=00000000 | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M55 | value='16.7' | fill=00000000 | rows=[54] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N55 | value='17.4' | fill=00000000 | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='16.4' | fill=00000000 | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P55 | value='18.5' | fill=00000000 | rows=[54] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q55 | value='16.5' | fill=00000000 | rows=[54] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R55 | value='15.4' | fill=00000000 | rows=[54] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S55 | value='17.6' | fill=00000000 | rows=[54] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A56 | value='Sikh' | fill=FF00B050 | rows=[55] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B56 | value='34.6' | fill=00000000 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='31' | fill=00000000 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D56 | value='38.2' | fill=00000000 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E56 | value='7.4' | fill=00000000 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F56 | value='5.2' | fill=00000000 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G56 | value='9.6' | fill=00000000 | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='16.2' | fill=00000000 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='13.6' | fill=00000000 | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='18.7' | fill=00000000 | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='14.9' | fill=00000000 | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L56 | value='12.4' | fill=00000000 | rows=[55] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M56 | value='17.3' | fill=00000000 | rows=[55] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N56 | value='13.8' | fill=00000000 | rows=[55] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O56 | value='11.3' | fill=00000000 | rows=[55] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P56 | value='16.3' | fill=00000000 | rows=[55] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q56 | value='10.7' | fill=00000000 | rows=[55] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R56 | value='8.5' | fill=00000000 | rows=[55] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S56 | value='13' | fill=00000000 | rows=[55] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A57 | value='Other' | fill=FF00B050 | rows=[56] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B57 | value='36.3' | fill=00000000 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='34' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='38.5' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E57 | value='9.9' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='8.6' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='11.1' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='23.2' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='21' | fill=00000000 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='25.4' | fill=00000000 | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='17.8' | fill=00000000 | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L57 | value='16.2' | fill=00000000 | rows=[56] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M57 | value='19.5' | fill=00000000 | rows=[56] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N57 | value='7.7' | fill=00000000 | rows=[56] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O57 | value='6.6' | fill=00000000 | rows=[56] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P57 | value='8.8' | fill=00000000 | rows=[56] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q57 | value='4.8' | fill=00000000 | rows=[56] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R57 | value='3.8' | fill=00000000 | rows=[56] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S57 | value='5.7' | fill=00000000 | rows=[56] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A59 | value='2017' | fill=FFFFFF00 | rows=[58, 59] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell B59 | value='Degree or Equivalent' | fill=FFFFFF00 | rows=[58] | cols=[1, 2, 3] | col_header=True | row_header=False | metadata=False
Cell E59 | value='Higher Education' | fill=FFFFFF00 | rows=[58] | cols=[4, 5, 6] | col_header=True | row_header=False | metadata=False
Cell H59 | value='GCE A level or equivalent' | fill=FFFFFF00 | rows=[58] | cols=[7, 8, 9] | col_header=True | row_header=False | metadata=False
Cell K59 | value='GCSE grades A-C* equivalent' | fill=FFFFFF00 | rows=[58] | cols=[10, 11, 12] | col_header=True | row_header=False | metadata=False
Cell N59 | value='Other qualification' | fill=FFFFFF00 | rows=[58] | cols=[13, 14, 15] | col_header=True | row_header=False | metadata=False
Cell Q59 | value='No qualification' | fill=FFFFFF00 | rows=[58] | cols=[16, 17, 18] | col_header=True | row_header=False | metadata=False
Cell B60 | value='Estimate' | fill=FFFFFF00 | rows=[59] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C60 | value='Lower 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D60 | value='Upper 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E60 | value='Estimate' | fill=FFFFFF00 | rows=[59] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F60 | value='Lower 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G60 | value='Upper 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H60 | value='Estimate' | fill=FFFFFF00 | rows=[59] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I60 | value='Lower 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J60 | value='Upper 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K60 | value='Estimate' | fill=FFFFFF00 | rows=[59] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell L60 | value='Lower 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[11] | col_header=True | row_header=False | metadata=False
Cell M60 | value='Upper 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[12] | col_header=True | row_header=False | metadata=False
Cell N60 | value='Estimate' | fill=FFFFFF00 | rows=[59] | cols=[13] | col_header=True | row_header=False | metadata=False
Cell O60 | value='Lower 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[14] | col_header=True | row_header=False | metadata=False
Cell P60 | value='Upper 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[15] | col_header=True | row_header=False | metadata=False
Cell Q60 | value='Estimate' | fill=FFFFFF00 | rows=[59] | cols=[16] | col_header=True | row_header=False | metadata=False
Cell R60 | value='Lower 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[17] | col_header=True | row_header=False | metadata=False
Cell S60 | value='Upper 95% confidence limit' | fill=FFFFFF00 | rows=[59] | cols=[18] | col_header=True | row_header=False | metadata=False
Cell A61 | value='No religion' | fill=FF00B050 | rows=[60] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B61 | value='30.9' | fill=00000000 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='30.3' | fill=00000000 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='31.4' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='7' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='6.8' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='7.3' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='23.8' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='23.3' | fill=00000000 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='24.2' | fill=00000000 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='22.3' | fill=00000000 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='21.9' | fill=00000000 | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M61 | value='22.7' | fill=00000000 | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N61 | value='6.8' | fill=00000000 | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='6.5' | fill=00000000 | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='7.1' | fill=00000000 | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q61 | value='7.3' | fill=00000000 | rows=[60] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R61 | value='7.1' | fill=00000000 | rows=[60] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S61 | value='7.6' | fill=00000000 | rows=[60] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A62 | value='Christian' | fill=FF00B050 | rows=[61] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B62 | value='26.8' | fill=00000000 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='26.4' | fill=00000000 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='27.2' | fill=00000000 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='9.2' | fill=00000000 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='9' | fill=00000000 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='9.5' | fill=00000000 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='21.9' | fill=00000000 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='21.5' | fill=00000000 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='22.2' | fill=00000000 | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='21.5' | fill=00000000 | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='21.1' | fill=00000000 | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='21.8' | fill=00000000 | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N62 | value='10' | fill=00000000 | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='9.7' | fill=00000000 | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='10.3' | fill=00000000 | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q62 | value='9.2' | fill=00000000 | rows=[61] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R62 | value='9' | fill=00000000 | rows=[61] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S62 | value='9.4' | fill=00000000 | rows=[61] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A63 | value='Buddhist' | fill=FF00B050 | rows=[62] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B63 | value='41.3' | fill=00000000 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='36.6' | fill=00000000 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='45.9' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='11.4' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='8.6' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
