=== geography-table03.xlsx ===
Cell A1 | value='Reference area' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A420 | value='·  Florida' | fill=FF00B050 | rows=[419] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C420 | value='111155369.426525' | fill=00000000 | rows=[419] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A421 | value='·  Georgia' | fill=FF00B050 | rows=[420] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C421 | value='132669059.321495' | fill=00000000 | rows=[420] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A422 | value='·  Hawaii' | fill=FF00B050 | rows=[421] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C422 | value='13319451.7786238' | fill=00000000 | rows=[421] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A423 | value='·  Idaho' | fill=FF00B050 | rows=[422] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C423 | value='183470550.667586' | fill=00000000 | rows=[422] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A424 | value='·  Illinois' | fill=FF00B050 | rows=[423] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C424 | value='47464013.1645695' | fill=00000000 | rows=[423] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A425 | value='·  Indiana' | fill=FF00B050 | rows=[424] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C425 | value='41833595.1793732' | fill=00000000 | rows=[424] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A426 | value='·  Iowa' | fill=FF00B050 | rows=[425] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C426 | value='40636348.8838545' | fill=00000000 | rows=[425] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A427 | value='·  Kansas' | fill=FF00B050 | rows=[426] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C427 | value='111445235.673471' | fill=00000000 | rows=[426] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A428 | value='·  Kentucky' | fill=FF00B050 | rows=[427] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C428 | value='86115579.2413067' | fill=00000000 | rows=[427] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A429 | value='·  Louisiana' | fill=FF00B050 | rows=[428] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C429 | value='83309028.4819523' | fill=00000000 | rows=[428] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A430 | value='·  Maine' | fill=FF00B050 | rows=[429] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C430 | value='77923059.5605953' | fill=00000000 | rows=[429] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A431 | value='·  Maryland' | fill=FF00B050 | rows=[430] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C431 | value='18988879.2164069' | fill=00000000 | rows=[430] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A432 | value='·  Massachusetts' | fill=FF00B050 | rows=[431] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C432 | value='18392414.0368549' | fill=00000000 | rows=[431] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A433 | value='·  Michigan' | fill=FF00B050 | rows=[432] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C433 | value='115486545.267046' | fill=00000000 | rows=[432] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A434 | value='·  Minnesota' | fill=FF00B050 | rows=[433] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C434 | value='118595949.18928' | fill=00000000 | rows=[433] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A435 | value='·  Mississippi' | fill=FF00B050 | rows=[434] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C435 | value='104658924.143477' | fill=00000000 | rows=[434] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A436 | value='·  Missouri' | fill=FF00B050 | rows=[435] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C436 | value='129874122.01409' | fill=00000000 | rows=[435] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A437 | value='·  Montana' | fill=FF00B050 | rows=[436] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C437 | value='313203995.218283' | fill=00000000 | rows=[436] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A438 | value='·  Nebraska' | fill=FF00B050 | rows=[437] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C438 | value='118612009.805389' | fill=00000000 | rows=[437] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A439 | value='·  Nevada' | fill=FF00B050 | rows=[438] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C439 | value='203619359.291061' | fill=00000000 | rows=[438] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A440 | value='·  New Hampshire' | fill=FF00B050 | rows=[439] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C440 | value='22527825.8620433' | fill=00000000 | rows=[439] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A441 | value='·  New Jersey' | fill=FF00B050 | rows=[440] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C441 | value='15150980.6293535' | fill=00000000 | rows=[440] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A442 | value='·  New Mexico' | fill=FF00B050 | rows=[441] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C442 | value='274529776.584183' | fill=00000000 | rows=[441] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A443 | value='·  New York' | fill=FF00B050 | rows=[442] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C443 | value='107304172.291732' | fill=00000000 | rows=[442] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A444 | value='·  North Carolina' | fill=FF00B050 | rows=[443] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C444 | value='107215582.443349' | fill=00000000 | rows=[443] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A445 | value='·  North Dakota' | fill=FF00B050 | rows=[444] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C445 | value='80356295.8251719' | fill=00000000 | rows=[444] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A446 | value='·  Ohio' | fill=FF00B050 | rows=[445] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C446 | value='64163901.531778' | fill=00000000 | rows=[445] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A447 | value='·  Oklahoma' | fill=FF00B050 | rows=[446] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C447 | value='143216225.947429' | fill=00000000 | rows=[446] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A448 | value='·  Oregon' | fill=FF00B050 | rows=[447] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C448 | value='231794463.304779' | fill=00000000 | rows=[447] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A449 | value='·  Pennsylvania' | fill=FF00B050 | rows=[448] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C449 | value='102342764.601261' | fill=00000000 | rows=[448] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A450 | value='·  Rhode Island' | fill=FF00B050 | rows=[449] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C450 | value='2390468.45494197' | fill=00000000 | rows=[449] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A451 | value='·  South Carolina' | fill=FF00B050 | rows=[450] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C451 | value='69380006.0312796' | fill=00000000 | rows=[450] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A452 | value='·  South Dakota' | fill=FF00B050 | rows=[451] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C452 | value='126804553.769029' | fill=00000000 | rows=[451] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A453 | value='·  Tennessee' | fill=FF00B050 | rows=[452] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C453 | value='93435440.2111278' | fill=00000000 | rows=[452] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A454 | value='·  Texas' | fill=FF00B050 | rows=[453] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C454 | value='555353548.568693' | fill=00000000 | rows=[453] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A455 | value='·  Utah' | fill=FF00B050 | rows=[454] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C455 | value='146388286.593354' | fill=00000000 | rows=[454] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A456 | value='·  Vermont' | fill=FF00B050 | rows=[455] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C456 | value='22490598.6534611' | fill=00000000 | rows=[455] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A457 | value='·  Virginia' | fill=FF00B050 | rows=[456] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C457 | value='93963493.7386484' | fill=00000000 | rows=[456] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A458 | value='·  Washington' | fill=FF00B050 | rows=[457] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C458 | value='142009577.073184' | fill=00000000 | rows=[457] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A459 | value='·  West Virginia' | fill=FF00B050 | rows=[458] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C459 | value='61202452.7480849' | fill=00000000 | rows=[458] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A460 | value='·  Wisconsin' | fill=FF00B050 | rows=[459] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C460 | value='101169074.122857' | fill=00000000 | rows=[459] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A461 | value='·  Wyoming' | fill=FF00B050 | rows=[460] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C461 | value='220207370.898272' | fill=00000000 | rows=[460] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A462 | value='Non-OECD economies' | fill=FFFFFF00 | rows=[461] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A463 | value='·  Bulgaria' | fill=FFFFFF00 | rows=[462] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A464 | value='·  ·  North West' | fill=FF00B050 | rows=[463] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C464 | value='10060683.0274707' | fill=00000000 | rows=[463] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A465 | value='·  ·  North Central' | fill=FF00B050 | rows=[464] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C465 | value='7523646.64326257' | fill=00000000 | rows=[464] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A466 | value='·  ·  North East' | fill=FF00B050 | rows=[465] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C466 | value='6547133.26445281' | fill=00000000 | rows=[465] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A467 | value='·  ·  South East' | fill=FF00B050 | rows=[466] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C467 | value='12003038.8588261' | fill=00000000 | rows=[466] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A468 | value='·  ·  South West' | fill=FF00B050 | rows=[467] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C468 | value='17634636.3831986' | fill=00000000 | rows=[467] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A469 | value='·  ·  South Central' | fill=FF00B050 | rows=[468] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C469 | value='17015836.4410859' | fill=00000000 | rows=[468] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A470 | value='·  Croatia' | fill=FFFFFF00 | rows=[469] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A471 | value='·  ·  Pannonian Croatia' | fill=FF00B050 | rows=[470] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C471 | value='15673209.5298828' | fill=00000000 | rows=[470] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A472 | value='·  ·  Adriatic Croatia' | fill=FF00B050 | rows=[471] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C472 | value='23167062.2206802' | fill=00000000 | rows=[471] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A473 | value='·  ·  City of Zagreb' | fill=FF00B050 | rows=[472] | cols=[0] | col_header=False | row_header=True | metadata=False
