=== science-table31.xlsx ===
Cell A1 | value='Ripley cluster analysis used for Figure 4b' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=True | metadata=True
Cell Y121 | value='-25.08866' | fill=00000000 | rows=[120] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z121 | value='52.29705' | fill=00000000 | rows=[120] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA121 | value='134.7578' | fill=00000000 | rows=[120] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB121 | value='1.365694' | fill=00000000 | rows=[120] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC121 | value='2.772994' | fill=00000000 | rows=[120] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD121 | value='10.26005' | fill=00000000 | rows=[120] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE121 | value='47.67699' | fill=00000000 | rows=[120] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF121 | value='-3.786733' | fill=00000000 | rows=[120] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG121 | value='-38.38088' | fill=00000000 | rows=[120] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH121 | value='5.799031' | fill=00000000 | rows=[120] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI121 | value='23.07946' | fill=00000000 | rows=[120] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ121 | value='-0.290354' | fill=00000000 | rows=[120] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK121 | value='-3.711069' | fill=00000000 | rows=[120] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL121 | value='33.39505' | fill=00000000 | rows=[120] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM121 | value='-1.804577' | fill=00000000 | rows=[120] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN121 | value='8.464405' | fill=00000000 | rows=[120] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO121 | value='-21.6506' | fill=00000000 | rows=[120] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A122 | value='592.5' | fill=00000000 | rows=[121] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B122 | value='-1.7063492' | fill=00000000 | rows=[121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C122 | value='14.1730765' | fill=00000000 | rows=[121] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D122 | value='-13.07912' | fill=00000000 | rows=[121] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E122 | value='38.768' | fill=00000000 | rows=[121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F122 | value='24.08692' | fill=00000000 | rows=[121] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G122 | value='15.42102' | fill=00000000 | rows=[121] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H122 | value='17.40121' | fill=00000000 | rows=[121] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I122 | value='54.6906' | fill=00000000 | rows=[121] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J122 | value='-1.926851' | fill=00000000 | rows=[121] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K122 | value='30.614' | fill=00000000 | rows=[121] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L122 | value='17.40121' | fill=00000000 | rows=[121] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M122 | value='-4.229804' | fill=00000000 | rows=[121] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N122 | value='99.75695' | fill=00000000 | rows=[121] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O122 | value='215.9152' | fill=00000000 | rows=[121] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P122 | value='0.339281' | fill=00000000 | rows=[121] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q122 | value='38.768' | fill=00000000 | rows=[121] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R122 | value='1.239153' | fill=00000000 | rows=[121] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S122 | value='5.503968' | fill=00000000 | rows=[121] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T122 | value='-34.10765' | fill=00000000 | rows=[121] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U122 | value='2.852448' | fill=00000000 | rows=[121] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V122 | value='34.17359' | fill=00000000 | rows=[121] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W122 | value='-6.851959' | fill=00000000 | rows=[121] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell Y122 | value='-20.33146' | fill=00000000 | rows=[121] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z122 | value='51.38101' | fill=00000000 | rows=[121] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA122 | value='135.1549' | fill=00000000 | rows=[121] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB122 | value='1.235323' | fill=00000000 | rows=[121] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC122 | value='0.456876' | fill=00000000 | rows=[121] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD122 | value='10.24809' | fill=00000000 | rows=[121] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE122 | value='47.52323' | fill=00000000 | rows=[121] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF122 | value='-3.719941' | fill=00000000 | rows=[121] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG122 | value='-35.3251' | fill=00000000 | rows=[121] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH122 | value='7.041915' | fill=00000000 | rows=[121] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI122 | value='23.98067' | fill=00000000 | rows=[121] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ122 | value='0.413935' | fill=00000000 | rows=[121] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK122 | value='-4.301925' | fill=00000000 | rows=[121] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL122 | value='29.33343' | fill=00000000 | rows=[121] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM122 | value='-4.439235' | fill=00000000 | rows=[121] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN122 | value='2.765791' | fill=00000000 | rows=[121] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO122 | value='-19.14533' | fill=00000000 | rows=[121] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A123 | value='597.5' | fill=00000000 | rows=[122] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B123 | value='2.38756614' | fill=00000000 | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C123 | value='12.39405' | fill=00000000 | rows=[122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D123 | value='-11.37862' | fill=00000000 | rows=[122] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E123 | value='39.07903' | fill=00000000 | rows=[122] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F123 | value='22.04276' | fill=00000000 | rows=[122] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G123 | value='15.83325' | fill=00000000 | rows=[122] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H123 | value='17.32764' | fill=00000000 | rows=[122] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I123 | value='53.62957' | fill=00000000 | rows=[122] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J123 | value='-2.057314' | fill=00000000 | rows=[122] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K123 | value='30.96443' | fill=00000000 | rows=[122] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L123 | value='17.32764' | fill=00000000 | rows=[122] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M123 | value='-4.846275' | fill=00000000 | rows=[122] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N123 | value='98.39804' | fill=00000000 | rows=[122] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O123 | value='215.3572' | fill=00000000 | rows=[122] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P123 | value='0.50102' | fill=00000000 | rows=[122] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q123 | value='39.07903' | fill=00000000 | rows=[122] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R123 | value='6.576798' | fill=00000000 | rows=[122] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S123 | value='0.721666' | fill=00000000 | rows=[122] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T123 | value='-34.10348' | fill=00000000 | rows=[122] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U123 | value='3.986662' | fill=00000000 | rows=[122] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V123 | value='34.18006' | fill=00000000 | rows=[122] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W123 | value='2.088732' | fill=00000000 | rows=[122] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X123 | value='-78.81863' | fill=00000000 | rows=[122] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y123 | value='-22.10828' | fill=00000000 | rows=[122] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z123 | value='52.13827' | fill=00000000 | rows=[122] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA123 | value='135.3577' | fill=00000000 | rows=[122] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB123 | value='1.241128' | fill=00000000 | rows=[122] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC123 | value='1.915815' | fill=00000000 | rows=[122] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD123 | value='8.172435' | fill=00000000 | rows=[122] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE123 | value='46.87346' | fill=00000000 | rows=[122] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF123 | value='-2.689098' | fill=00000000 | rows=[122] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG123 | value='-35.32444' | fill=00000000 | rows=[122] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH123 | value='5.519053' | fill=00000000 | rows=[122] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI123 | value='23.18409' | fill=00000000 | rows=[122] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ123 | value='-0.08443' | fill=00000000 | rows=[122] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK123 | value='-4.038903' | fill=00000000 | rows=[122] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL123 | value='32.94064' | fill=00000000 | rows=[122] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM123 | value='-3.20769' | fill=00000000 | rows=[122] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN123 | value='9.85256' | fill=00000000 | rows=[122] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO123 | value='-16.23753' | fill=00000000 | rows=[122] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A124 | value='602.5' | fill=00000000 | rows=[123] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B124 | value='4.67857143' | fill=00000000 | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C124 | value='10.6366388' | fill=00000000 | rows=[123] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D124 | value='-14.41094' | fill=00000000 | rows=[123] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E124 | value='40.01707' | fill=00000000 | rows=[123] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F124 | value='22.95104' | fill=00000000 | rows=[123] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G124 | value='16.81152' | fill=00000000 | rows=[123] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H124 | value='17.08507' | fill=00000000 | rows=[123] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I124 | value='52.97083' | fill=00000000 | rows=[123] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J124 | value='-2.575852' | fill=00000000 | rows=[123] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K124 | value='28.67714' | fill=00000000 | rows=[123] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L124 | value='17.08507' | fill=00000000 | rows=[123] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M124 | value='-3.742468' | fill=00000000 | rows=[123] | cols=[12] | col_header=False | row_header=False | metadata=False
