=== society-table54.xlsx ===
Cell C1 | value='Country/region' | fill=FFFFFF00 | rows=[0] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D58 | value='1986-1993' | fill=00000000 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E58 | value='-1.1' | fill=00000000 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F58 | value='1993-2011' | fill=00000000 | rows=[57] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G58 | value='2.7*' | fill=00000000 | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N58 | value='1986-1994' | fill=00000000 | rows=[57] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O58 | value='-0.8' | fill=00000000 | rows=[57] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P58 | value='1994-2011' | fill=00000000 | rows=[57] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q58 | value='2.3*' | fill=00000000 | rows=[57] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C59 | value='Argentina' | fill=FF00B050 | rows=[58] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D59 | value='1986-2000' | fill=00000000 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E59 | value='-1.8' | fill=00000000 | rows=[58] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F59 | value='2000-2011' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='3.7*' | fill=00000000 | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N59 | value='1986-2000' | fill=00000000 | rows=[58] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O59 | value='-1.2' | fill=00000000 | rows=[58] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P59 | value='2000-2011' | fill=00000000 | rows=[58] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q59 | value='2.6*' | fill=00000000 | rows=[58] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C60 | value='Brazil' | fill=FF00B050 | rows=[59] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D60 | value='1986-2001' | fill=00000000 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E60 | value='4.4*' | fill=00000000 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F60 | value='2001-2011' | fill=00000000 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='1.7*' | fill=00000000 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N60 | value='1986-2011' | fill=00000000 | rows=[59] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O60 | value='2.8*' | fill=00000000 | rows=[59] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C61 | value='Chile' | fill=FF00B050 | rows=[60] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D61 | value='1986-2004' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='3.3*' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='2004-2011' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='-2.7' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N61 | value='1986-1999' | fill=00000000 | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='-0.003' | fill=00000000 | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='1999-2004' | fill=00000000 | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q61 | value='5.5*' | fill=00000000 | rows=[60] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R61 | value='2004-2011' | fill=00000000 | rows=[60] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S61 | value='-4.3*' | fill=00000000 | rows=[60] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C62 | value='Colombia' | fill=FF00B050 | rows=[61] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D62 | value='1986-1996' | fill=00000000 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='-10.9*' | fill=00000000 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='1996-2000' | fill=00000000 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='30.8*' | fill=00000000 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='2000-2011' | fill=00000000 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='4.6*' | fill=00000000 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N62 | value='1986-1990' | fill=00000000 | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='-0.2' | fill=00000000 | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='1990-1996' | fill=00000000 | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q62 | value='-10.5*' | fill=00000000 | rows=[61] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R62 | value='1996-2000' | fill=00000000 | rows=[61] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S62 | value='23.7*' | fill=00000000 | rows=[61] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T62 | value='2000-2011' | fill=00000000 | rows=[61] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U62 | value='4.9*' | fill=00000000 | rows=[61] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell C63 | value='Ecuador' | fill=FF00B050 | rows=[62] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D63 | value='1986-1996' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='-4.0*' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='1996-2000' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='-22.6' | fill=00000000 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='2000-2011' | fill=00000000 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='5.1*' | fill=00000000 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N63 | value='1986-1995' | fill=00000000 | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='-3.8*' | fill=00000000 | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P63 | value='1995-1999' | fill=00000000 | rows=[62] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q63 | value='-21.6*' | fill=00000000 | rows=[62] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R63 | value='1999-2011' | fill=00000000 | rows=[62] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S63 | value='5.7*' | fill=00000000 | rows=[62] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C64 | value='Peru' | fill=FF00B050 | rows=[63] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D64 | value='1986-2011' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='-2.1*' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N64 | value='1986-2011' | fill=00000000 | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O64 | value='-1.5' | fill=00000000 | rows=[63] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C65 | value='Uruguay' | fill=FF00B050 | rows=[64] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D65 | value='1986-2011' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='3.0*' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N65 | value='1986-2011' | fill=00000000 | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='2.9*' | fill=00000000 | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C66 | value='Venezuela' | fill=FF00B050 | rows=[65] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D66 | value='1986-1996' | fill=00000000 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E66 | value='0.8' | fill=00000000 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='1996-2011' | fill=00000000 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='-4.8*' | fill=00000000 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N66 | value='1986-1995' | fill=00000000 | rows=[65] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O66 | value='2' | fill=00000000 | rows=[65] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P66 | value='1995-2011' | fill=00000000 | rows=[65] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q66 | value='-2.6*' | fill=00000000 | rows=[65] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C67 | value='North America (n=2)' | fill=FF00B050 | rows=[66] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D67 | value='1986-1997' | fill=00000000 | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E67 | value='1.4*' | fill=00000000 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F67 | value='1997-2001' | fill=00000000 | rows=[66] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G67 | value='9.4*' | fill=00000000 | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='2001-2011' | fill=00000000 | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I67 | value='-1.8*' | fill=00000000 | rows=[66] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N67 | value='1986-1997' | fill=00000000 | rows=[66] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O67 | value='2.0*' | fill=00000000 | rows=[66] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P67 | value='1997-2001' | fill=00000000 | rows=[66] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q67 | value='7.2*' | fill=00000000 | rows=[66] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R67 | value='2001-2011' | fill=00000000 | rows=[66] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S67 | value='-2.8*' | fill=00000000 | rows=[66] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C68 | value='Canada' | fill=FF00B050 | rows=[67] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D68 | value='1986-1993' | fill=00000000 | rows=[67] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E68 | value='-3.6*' | fill=00000000 | rows=[67] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F68 | value='1993-2001' | fill=00000000 | rows=[67] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G68 | value='5.2*' | fill=00000000 | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H68 | value='2001-2011' | fill=00000000 | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I68 | value='-1.1' | fill=00000000 | rows=[67] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N68 | value='1986-1998' | fill=00000000 | rows=[67] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O68 | value='-0.04' | fill=00000000 | rows=[67] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P68 | value='1998-2002' | fill=00000000 | rows=[67] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q68 | value='8.9*' | fill=00000000 | rows=[67] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R68 | value='2002-2011' | fill=00000000 | rows=[67] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S68 | value='-3.5*' | fill=00000000 | rows=[67] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C69 | value='USA' | fill=FF00B050 | rows=[68] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D69 | value='1986-1996' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E69 | value='1.1' | fill=00000000 | rows=[68] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F69 | value='1996-2000' | fill=00000000 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G69 | value='10.4*' | fill=00000000 | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H69 | value='2000-2011' | fill=00000000 | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I69 | value='-1.4*' | fill=00000000 | rows=[68] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N69 | value='1986-1996' | fill=00000000 | rows=[68] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O69 | value='2.0*' | fill=00000000 | rows=[68] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P69 | value='1996-2001' | fill=00000000 | rows=[68] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q69 | value='6.3*' | fill=00000000 | rows=[68] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R69 | value='2001-2011' | fill=00000000 | rows=[68] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S69 | value='-2.8*' | fill=00000000 | rows=[68] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C70 | value='Oceania (n=2)' | fill=FF00B050 | rows=[69] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D70 | value='1986-1997' | fill=00000000 | rows=[69] | cols=[3] | col_header=False | row_header=False | metadata=False
