=== science-table50.xlsx ===
Cell A1 | value='Quantification of Brca1;Trp53 confetti clone sizes in nulliparous and parous glands used for Extended Data Figure 10b,c' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell C436 | value='69' | fill=00000000 | rows=[435] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C437 | value='17' | fill=00000000 | rows=[436] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C438 | value='177' | fill=00000000 | rows=[437] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C439 | value='153' | fill=00000000 | rows=[438] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C440 | value='65' | fill=00000000 | rows=[439] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C441 | value='28' | fill=00000000 | rows=[440] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C442 | value='62' | fill=00000000 | rows=[441] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C443 | value='25' | fill=00000000 | rows=[442] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C444 | value='16' | fill=00000000 | rows=[443] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C445 | value='16' | fill=00000000 | rows=[444] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C446 | value='13' | fill=00000000 | rows=[445] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C447 | value='22' | fill=00000000 | rows=[446] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C448 | value='33' | fill=00000000 | rows=[447] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C449 | value='29' | fill=00000000 | rows=[448] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C450 | value='142' | fill=00000000 | rows=[449] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C451 | value='64' | fill=00000000 | rows=[450] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C452 | value='43' | fill=00000000 | rows=[451] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C453 | value='19' | fill=00000000 | rows=[452] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C454 | value='46' | fill=00000000 | rows=[453] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C455 | value='139' | fill=00000000 | rows=[454] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C456 | value='46' | fill=00000000 | rows=[455] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C457 | value='21' | fill=00000000 | rows=[456] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C458 | value='31' | fill=00000000 | rows=[457] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C459 | value='26' | fill=00000000 | rows=[458] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C460 | value='7' | fill=00000000 | rows=[459] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C461 | value='213' | fill=00000000 | rows=[460] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C462 | value='43' | fill=00000000 | rows=[461] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C463 | value='60' | fill=00000000 | rows=[462] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C464 | value='95' | fill=00000000 | rows=[463] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C465 | value='57' | fill=00000000 | rows=[464] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C466 | value='89' | fill=00000000 | rows=[465] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C467 | value='13' | fill=00000000 | rows=[466] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C468 | value='25' | fill=00000000 | rows=[467] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C469 | value='40' | fill=00000000 | rows=[468] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C470 | value='67' | fill=00000000 | rows=[469] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C471 | value='78' | fill=00000000 | rows=[470] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C472 | value='78' | fill=00000000 | rows=[471] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C473 | value='39' | fill=00000000 | rows=[472] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C474 | value='219' | fill=00000000 | rows=[473] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C475 | value='119' | fill=00000000 | rows=[474] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C476 | value='82' | fill=00000000 | rows=[475] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C477 | value='58' | fill=00000000 | rows=[476] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C478 | value='26' | fill=00000000 | rows=[477] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C479 | value='10' | fill=00000000 | rows=[478] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C480 | value='42' | fill=00000000 | rows=[479] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C481 | value='22' | fill=00000000 | rows=[480] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C482 | value='86' | fill=00000000 | rows=[481] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C483 | value='93' | fill=00000000 | rows=[482] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C484 | value='60' | fill=00000000 | rows=[483] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C485 | value='30' | fill=00000000 | rows=[484] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C486 | value='12' | fill=00000000 | rows=[485] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C487 | value='17' | fill=00000000 | rows=[486] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C488 | value='40' | fill=00000000 | rows=[487] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C489 | value='89' | fill=00000000 | rows=[488] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C490 | value='117' | fill=00000000 | rows=[489] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C491 | value='105' | fill=00000000 | rows=[490] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C492 | value='58' | fill=00000000 | rows=[491] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C493 | value='29' | fill=00000000 | rows=[492] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C494 | value='5' | fill=00000000 | rows=[493] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C495 | value='16' | fill=00000000 | rows=[494] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C496 | value='193' | fill=00000000 | rows=[495] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C497 | value='176' | fill=00000000 | rows=[496] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C498 | value='54' | fill=00000000 | rows=[497] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C499 | value='17' | fill=00000000 | rows=[498] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C500 | value='327' | fill=00000000 | rows=[499] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C501 | value='104' | fill=00000000 | rows=[500] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C502 | value='144' | fill=00000000 | rows=[501] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C503 | value='80' | fill=00000000 | rows=[502] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C504 | value='37' | fill=00000000 | rows=[503] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C505 | value='52' | fill=00000000 | rows=[504] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C506 | value='45' | fill=00000000 | rows=[505] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C507 | value='57' | fill=00000000 | rows=[506] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C508 | value='85' | fill=00000000 | rows=[507] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C509 | value='42' | fill=00000000 | rows=[508] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C510 | value='45' | fill=00000000 | rows=[509] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C511 | value='30' | fill=00000000 | rows=[510] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C512 | value='11' | fill=00000000 | rows=[511] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C513 | value='12' | fill=00000000 | rows=[512] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C514 | value='23' | fill=00000000 | rows=[513] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C515 | value='51' | fill=00000000 | rows=[514] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C516 | value='38' | fill=00000000 | rows=[515] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C517 | value='31' | fill=00000000 | rows=[516] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C518 | value='56' | fill=00000000 | rows=[517] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C519 | value='42' | fill=00000000 | rows=[518] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C520 | value='73' | fill=00000000 | rows=[519] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C521 | value='45' | fill=00000000 | rows=[520] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C522 | value='324' | fill=00000000 | rows=[521] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C523 | value='94' | fill=00000000 | rows=[522] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C524 | value='18' | fill=00000000 | rows=[523] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C525 | value='31' | fill=00000000 | rows=[524] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C526 | value='34' | fill=00000000 | rows=[525] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C527 | value='72' | fill=00000000 | rows=[526] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C528 | value='32' | fill=00000000 | rows=[527] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C529 | value='28' | fill=00000000 | rows=[528] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C530 | value='4' | fill=00000000 | rows=[529] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C531 | value='6' | fill=00000000 | rows=[530] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C532 | value='39' | fill=00000000 | rows=[531] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C533 | value='30' | fill=00000000 | rows=[532] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C534 | value='9' | fill=00000000 | rows=[533] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C535 | value='19' | fill=00000000 | rows=[534] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C536 | value='19' | fill=00000000 | rows=[535] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C537 | value='43' | fill=00000000 | rows=[536] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C538 | value='87' | fill=00000000 | rows=[537] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C539 | value='14' | fill=00000000 | rows=[538] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C540 | value='39' | fill=00000000 | rows=[539] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C541 | value='3' | fill=00000000 | rows=[540] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C542 | value='300' | fill=00000000 | rows=[541] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C543 | value='31' | fill=00000000 | rows=[542] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C544 | value='28' | fill=00000000 | rows=[543] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C545 | value='15' | fill=00000000 | rows=[544] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C546 | value='73' | fill=00000000 | rows=[545] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C547 | value='45' | fill=00000000 | rows=[546] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C548 | value='43' | fill=00000000 | rows=[547] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C549 | value='57' | fill=00000000 | rows=[548] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C550 | value='31' | fill=00000000 | rows=[549] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C551 | value='12' | fill=00000000 | rows=[550] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C552 | value='29' | fill=00000000 | rows=[551] | cols=[2] | col_header=False | row_header=False | metadata=False
