=== environment-table11.xlsx ===
Cell A1 | value='Date Rec'd' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A412 | value='2022-11-24 00:00:00' | fill=00000000 | rows=[411, 412, 413, 414] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B412 | value='Upwell' | fill=FF00B050 | rows=[411] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C413 | value='Fenland District Council' | fill=00000000 | rows=[412] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D413 | value='21042' | fill=00000000 | rows=[412] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C414 | value='Borough Council of Kings Lynn & West Norfolk' | fill=00000000 | rows=[413] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D414 | value='31675' | fill=00000000 | rows=[413] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G414 | value='JB' | fill=FF92D050 | rows=[413] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E415 | value='52717' | fill=FF00B0F0 | rows=[414] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A416 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[415, 416, 417, 418] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B416 | value='Vale of Pickering' | fill=FF00B050 | rows=[415] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C417 | value='Ryedale District Council' | fill=00000000 | rows=[416] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D417 | value='103679' | fill=00000000 | rows=[416] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G417 | value='JB' | fill=FF92D050 | rows=[416] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C418 | value='Scarborough Borough Council' | fill=00000000 | rows=[417] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D418 | value='30857' | fill=00000000 | rows=[417] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E419 | value='134536' | fill=FF00B0F0 | rows=[418] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A420 | value='2022-11-24 00:00:00' | fill=00000000 | rows=[419, 420, 421] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B420 | value='Waldersey' | fill=FF00B050 | rows=[419] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C421 | value='Fenland District Council' | fill=00000000 | rows=[420] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D421 | value='10986' | fill=00000000 | rows=[420] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G421 | value='JB' | fill=FF92D050 | rows=[420] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E422 | value='10986' | fill=FF00B0F0 | rows=[421] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A423 | value='2022-11-24 00:00:00' | fill=00000000 | rows=[422, 423, 424, 425] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B423 | value='Warboys, Somersham and Pidley' | fill=FF00B050 | rows=[422] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C424 | value='Fenland District Council' | fill=00000000 | rows=[423] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D424 | value='5043' | fill=00000000 | rows=[423] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C425 | value='Huntingdonshire District Council' | fill=00000000 | rows=[424] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D425 | value='14778' | fill=00000000 | rows=[424] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G425 | value='JB' | fill=FF92D050 | rows=[424] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E426 | value='19821' | fill=FF00B0F0 | rows=[425] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A427 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[426, 427, 428, 429] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B427 | value='Waterbeach Level' | fill=FF00B050 | rows=[426] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C428 | value='East Cambridgeshire District Council' | fill=00000000 | rows=[427] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D428 | value='23084' | fill=00000000 | rows=[427] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C429 | value='South Cambridgeshire' | fill=00000000 | rows=[428] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D429 | value='136864' | fill=00000000 | rows=[428] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G429 | value='JB' | fill=FF92D050 | rows=[428] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E430 | value='159948' | fill=FF00B0F0 | rows=[429] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A431 | value='2022-11-14 00:00:00' | fill=00000000 | rows=[430, 431, 432, 433, 434, 435, 436, 437] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B431 | value='Waveney, Lower Yare and Lothingland' | fill=FF00B050 | rows=[430] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C432 | value='Breckland District Council' | fill=00000000 | rows=[431] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D432 | value='903' | fill=00000000 | rows=[431] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C433 | value='Broadland District Council' | fill=00000000 | rows=[432] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D433 | value='936' | fill=00000000 | rows=[432] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C434 | value='Great Yarmouth District Council' | fill=00000000 | rows=[433] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D434 | value='64191' | fill=00000000 | rows=[433] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C435 | value='Mid-Suffolk District Council' | fill=00000000 | rows=[434] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D435 | value='17706' | fill=00000000 | rows=[434] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G435 | value='JB' | fill=FF92D050 | rows=[434] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C436 | value='South Norfolk District Council' | fill=00000000 | rows=[435] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D436 | value='123763' | fill=00000000 | rows=[435] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C437 | value='East Suffolk Council' | fill=00000000 | rows=[436] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D437 | value='26974' | fill=00000000 | rows=[436] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E438 | value='234473' | fill=FF00B0F0 | rows=[437] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A439 | value='2022-11-02 00:00:00' | fill=00000000 | rows=[438, 439, 440, 441, 442, 443] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B439 | value='Wellend and Deepings' | fill=FF00B050 | rows=[438] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C440 | value='South Holland District Council' | fill=00000000 | rows=[439] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D440 | value='1012257' | fill=00000000 | rows=[439] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G440 | value='JB' | fill=FF92D050 | rows=[439] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C441 | value='South Kesteven District Council' | fill=00000000 | rows=[440] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D441 | value='591532' | fill=00000000 | rows=[440] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C442 | value='Boston Borough Council' | fill=00000000 | rows=[441] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D442 | value='67120' | fill=00000000 | rows=[441] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C443 | value='Peterborough City Council' | fill=00000000 | rows=[442] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D443 | value='194992' | fill=00000000 | rows=[442] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E444 | value='1865901' | fill=FF00B0F0 | rows=[443] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A445 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[444, 445, 446, 447] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B445 | value='Whittlesey and District' | fill=FF00B050 | rows=[444] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C446 | value='Fenland District Council' | fill=00000000 | rows=[445] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D446 | value='206634' | fill=00000000 | rows=[445] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C447 | value='Huntingdonshire District Council' | fill=00000000 | rows=[446] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D447 | value='122987' | fill=00000000 | rows=[446] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G447 | value='JB' | fill=FF92D050 | rows=[446] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E448 | value='329621' | fill=FF00B0F0 | rows=[447] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A449 | value='2022-11-04 00:00:00' | fill=00000000 | rows=[448, 449, 450, 451] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B449 | value='Witham 1st' | fill=FF00B050 | rows=[448] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C450 | value='City of Lincoln Council' | fill=00000000 | rows=[449] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D450 | value='147704' | fill=00000000 | rows=[449] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C451 | value='North Kesteven District Council' | fill=00000000 | rows=[450] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D451 | value='279054' | fill=00000000 | rows=[450] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G451 | value='JB' | fill=FF92D050 | rows=[450] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E452 | value='426758' | fill=FF00B0F0 | rows=[451] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A453 | value='2022-11-04 00:00:00' | fill=00000000 | rows=[452, 453, 454, 455, 456] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B453 | value='Witham 3rd' | fill=FF00B050 | rows=[452] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C454 | value='City of Lincoln Council' | fill=00000000 | rows=[453] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D454 | value='281925' | fill=00000000 | rows=[453] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C455 | value='East Lindsey District Council' | fill=00000000 | rows=[454] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D455 | value='382480' | fill=00000000 | rows=[454] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G455 | value='JB' | fill=FF92D050 | rows=[454] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C456 | value='West Lindsey District Council' | fill=00000000 | rows=[455] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D456 | value='224710' | fill=00000000 | rows=[455] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E457 | value='889115' | fill=FF00B0F0 | rows=[456] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A458 | value='2022-11-02 00:00:00' | fill=00000000 | rows=[457, 458, 459, 460] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B458 | value='Witham 4th' | fill=FF00B050 | rows=[457] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C459 | value='Boston Borough Council' | fill=00000000 | rows=[458] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D459 | value='1163420' | fill=00000000 | rows=[458] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C460 | value='East Lindsey District Council' | fill=00000000 | rows=[459] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D460 | value='410190' | fill=00000000 | rows=[459] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G460 | value='JB' | fill=FF92D050 | rows=[459] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E461 | value='1573610' | fill=FF00B0F0 | rows=[460] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A462 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[461, 462, 463] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B462 | value='Woodwalton' | fill=FF00B050 | rows=[461] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C463 | value='Huntingdonshire' | fill=00000000 | rows=[462] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D463 | value='579' | fill=00000000 | rows=[462] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G463 | value='JB' | fill=FF92D050 | rows=[462] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E464 | value='579' | fill=FF00B0F0 | rows=[463] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A465 | value='112' | fill=00000000 | rows=[464] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B465 | value='112' | fill=00000000 | rows=[464] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D465 | value='45976943.56' | fill=00000000 | rows=[464] | cols=[3] | col_header=False | row_header=False | metadata=False
