=== economy-table87.xlsx ===
Cell A1 | value='Consumer Price Index item' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell V25 | value='3.5' | fill=00000000 | rows=[24] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W25 | value='-4.1' | fill=00000000 | rows=[24] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X25 | value='-0.5' | fill=00000000 | rows=[24] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y25 | value='3.3' | fill=00000000 | rows=[24] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z25 | value='-1.6' | fill=00000000 | rows=[24] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA25 | value='1.3' | fill=00000000 | rows=[24] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB25 | value='4.3' | fill=00000000 | rows=[24] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC25 | value='-2.4' | fill=00000000 | rows=[24] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD25 | value='0.1' | fill=00000000 | rows=[24] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE25 | value='2.6' | fill=00000000 | rows=[24] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF25 | value='-1.4' | fill=00000000 | rows=[24] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG25 | value='0.5' | fill=00000000 | rows=[24] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH25 | value='2.5' | fill=00000000 | rows=[24] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI25 | value='-0.7' | fill=00000000 | rows=[24] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ25 | value='0.9' | fill=00000000 | rows=[24] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK25 | value='2.4' | fill=00000000 | rows=[24] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL25 | value='-0.3' | fill=00000000 | rows=[24] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM25 | value='0.8' | fill=00000000 | rows=[24] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN25 | value='2' | fill=00000000 | rows=[24] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO25 | value='-0.2' | fill=00000000 | rows=[24] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP25 | value='0.6' | fill=00000000 | rows=[24] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ25 | value='1.5' | fill=00000000 | rows=[24] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR25 | value='-0.2' | fill=00000000 | rows=[24] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS25 | value='0.4' | fill=00000000 | rows=[24] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT25 | value='1' | fill=00000000 | rows=[24] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU25 | value='0.1' | fill=00000000 | rows=[24] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV25 | value='0.5' | fill=00000000 | rows=[24] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW25 | value='0.9' | fill=00000000 | rows=[24] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A26 | value='Nonalcoholic beverages' | fill=FF00B050 | rows=[25] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B26 | value='-2.6' | fill=00000000 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='3.9' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='11' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='-2.1' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='3.9' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='10.4' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='-1.7' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='3.9' | fill=00000000 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='9.9' | fill=00000000 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='-0.6' | fill=00000000 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='4.6' | fill=00000000 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='10' | fill=00000000 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='-0.7' | fill=00000000 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='4' | fill=00000000 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='8.9' | fill=00000000 | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='-1.4' | fill=00000000 | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='2.8' | fill=00000000 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S26 | value='7.2' | fill=00000000 | rows=[25] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T26 | value='-1.3' | fill=00000000 | rows=[25] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U26 | value='2.4' | fill=00000000 | rows=[25] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V26 | value='6.4' | fill=00000000 | rows=[25] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W26 | value='1.6' | fill=00000000 | rows=[25] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X26 | value='4.9' | fill=00000000 | rows=[25] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y26 | value='8.4' | fill=00000000 | rows=[25] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z26 | value='1.6' | fill=00000000 | rows=[25] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA26 | value='4.5' | fill=00000000 | rows=[25] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB26 | value='7.4' | fill=00000000 | rows=[25] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC26 | value='1.8' | fill=00000000 | rows=[25] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD26 | value='4.2' | fill=00000000 | rows=[25] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE26 | value='6.6' | fill=00000000 | rows=[25] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF26 | value='1.5' | fill=00000000 | rows=[25] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG26 | value='3.4' | fill=00000000 | rows=[25] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH26 | value='5.4' | fill=00000000 | rows=[25] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI26 | value='1' | fill=00000000 | rows=[25] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ26 | value='2.5' | fill=00000000 | rows=[25] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK26 | value='4.2' | fill=00000000 | rows=[25] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL26 | value='1' | fill=00000000 | rows=[25] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM26 | value='2.3' | fill=00000000 | rows=[25] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN26 | value='3.6' | fill=00000000 | rows=[25] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO26 | value='1.4' | fill=00000000 | rows=[25] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP26 | value='2.3' | fill=00000000 | rows=[25] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ26 | value='3.4' | fill=00000000 | rows=[25] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR26 | value='1.3' | fill=00000000 | rows=[25] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS26 | value='2' | fill=00000000 | rows=[25] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT26 | value='2.8' | fill=00000000 | rows=[25] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU26 | value='1.5' | fill=00000000 | rows=[25] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV26 | value='2' | fill=00000000 | rows=[25] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW26 | value='2.5' | fill=00000000 | rows=[25] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A27 | value='Other foods' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B27 | value='-2' | fill=00000000 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='4.7' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='12.1' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='-1.9' | fill=00000000 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F27 | value='4.3' | fill=00000000 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G27 | value='11.1' | fill=00000000 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H27 | value='-0.9' | fill=00000000 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I27 | value='5' | fill=00000000 | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J27 | value='11.2' | fill=00000000 | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K27 | value='-1.9' | fill=00000000 | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L27 | value='3.6' | fill=00000000 | rows=[26] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M27 | value='9.4' | fill=00000000 | rows=[26] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N27 | value='-1.8' | fill=00000000 | rows=[26] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O27 | value='3.2' | fill=00000000 | rows=[26] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P27 | value='8.5' | fill=00000000 | rows=[26] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q27 | value='-3.4' | fill=00000000 | rows=[26] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R27 | value='1' | fill=00000000 | rows=[26] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S27 | value='5.6' | fill=00000000 | rows=[26] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T27 | value='-3.2' | fill=00000000 | rows=[26] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U27 | value='0.7' | fill=00000000 | rows=[26] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V27 | value='4.7' | fill=00000000 | rows=[26] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W27 | value='-3.2' | fill=00000000 | rows=[26] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X27 | value='0.4' | fill=00000000 | rows=[26] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y27 | value='4.4' | fill=00000000 | rows=[26] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z27 | value='-2' | fill=00000000 | rows=[26] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA27 | value='1.1' | fill=00000000 | rows=[26] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB27 | value='4.3' | fill=00000000 | rows=[26] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC27 | value='-1.4' | fill=00000000 | rows=[26] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD27 | value='1.1' | fill=00000000 | rows=[26] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE27 | value='3.8' | fill=00000000 | rows=[26] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF27 | value='-0.7' | fill=00000000 | rows=[26] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG27 | value='1.3' | fill=00000000 | rows=[26] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH27 | value='3.5' | fill=00000000 | rows=[26] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI27 | value='-0.8' | fill=00000000 | rows=[26] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ27 | value='0.8' | fill=00000000 | rows=[26] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK27 | value='2.5' | fill=00000000 | rows=[26] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL27 | value='0.1' | fill=00000000 | rows=[26] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM27 | value='1.4' | fill=00000000 | rows=[26] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN27 | value='2.6' | fill=00000000 | rows=[26] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO27 | value='0' | fill=00000000 | rows=[26] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP27 | value='1' | fill=00000000 | rows=[26] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ27 | value='1.9' | fill=00000000 | rows=[26] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR27 | value='0' | fill=00000000 | rows=[26] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS27 | value='0.6' | fill=00000000 | rows=[26] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT27 | value='1.3' | fill=00000000 | rows=[26] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU27 | value='0.1' | fill=00000000 | rows=[26] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV27 | value='0.6' | fill=00000000 | rows=[26] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW27 | value='1' | fill=00000000 | rows=[26] | cols=[48] | col_header=False | row_header=False | metadata=False
