=== employment-table19.xlsx ===
Cell A1 | value='Industry' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A309 | value='Car washes' | fill=FF00B050 | rows=[308] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B309 | value='209' | fill=00000000 | rows=[308] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C309 | value='20.6' | fill=00000000 | rows=[308] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D309 | value='78.3' | fill=00000000 | rows=[308] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E309 | value='16.9' | fill=00000000 | rows=[308] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F309 | value='1.8' | fill=00000000 | rows=[308] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G309 | value='37.7' | fill=00000000 | rows=[308] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A310 | value='Electronic and precision equipment repair and maintenance' | fill=FF00B050 | rows=[309] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B310 | value='89' | fill=00000000 | rows=[309] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C310 | value='19.1' | fill=00000000 | rows=[309] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D310 | value='80.9' | fill=00000000 | rows=[309] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E310 | value='6.1' | fill=00000000 | rows=[309] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F310 | value='8' | fill=00000000 | rows=[309] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G310 | value='16' | fill=00000000 | rows=[309] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A311 | value='Commercial and industrial machinery and equipment repair and maintenance' | fill=FF00B050 | rows=[310] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B311 | value='325' | fill=00000000 | rows=[310] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C311 | value='5.9' | fill=00000000 | rows=[310] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D311 | value='87.4' | fill=00000000 | rows=[310] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E311 | value='8.4' | fill=00000000 | rows=[310] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F311 | value='1.3' | fill=00000000 | rows=[310] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G311 | value='22' | fill=00000000 | rows=[310] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A312 | value='Personal and household goods repair and maintenance' | fill=FF00B050 | rows=[311] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B312 | value='178' | fill=00000000 | rows=[311] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C312 | value='21.8' | fill=00000000 | rows=[311] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D312 | value='87' | fill=00000000 | rows=[311] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E312 | value='3' | fill=00000000 | rows=[311] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F312 | value='4.5' | fill=00000000 | rows=[311] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G312 | value='21.2' | fill=00000000 | rows=[311] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A313 | value='Personal and laundry services' | fill=FF00B050 | rows=[312] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B313 | value='2746' | fill=00000000 | rows=[312] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C313 | value='73.2' | fill=00000000 | rows=[312] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D313 | value='69.7' | fill=00000000 | rows=[312] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E313 | value='11.8' | fill=00000000 | rows=[312] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F313 | value='14.8' | fill=00000000 | rows=[312] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G313 | value='19.4' | fill=00000000 | rows=[312] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A314 | value='Barber shops' | fill=FF00B050 | rows=[313] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B314 | value='164' | fill=00000000 | rows=[313] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C314 | value='33.9' | fill=00000000 | rows=[313] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D314 | value='64.2' | fill=00000000 | rows=[313] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E314 | value='29.9' | fill=00000000 | rows=[313] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F314 | value='3.3' | fill=00000000 | rows=[313] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G314 | value='40.6' | fill=00000000 | rows=[313] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A315 | value='Beauty salons' | fill=FF00B050 | rows=[314] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B315 | value='1008' | fill=00000000 | rows=[314] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C315 | value='89.2' | fill=00000000 | rows=[314] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D315 | value='74.2' | fill=00000000 | rows=[314] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E315 | value='13.3' | fill=00000000 | rows=[314] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F315 | value='10' | fill=00000000 | rows=[314] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G315 | value='17.3' | fill=00000000 | rows=[314] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A316 | value='Nail salons and other personal care services' | fill=FF00B050 | rows=[315] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B316 | value='625' | fill=00000000 | rows=[315] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C316 | value='77.2' | fill=00000000 | rows=[315] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D316 | value='49.9' | fill=00000000 | rows=[315] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E316 | value='6.3' | fill=00000000 | rows=[315] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F316 | value='39' | fill=00000000 | rows=[315] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G316 | value='15.7' | fill=00000000 | rows=[315] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A317 | value='Drycleaning and laundry services' | fill=FF00B050 | rows=[316] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B317 | value='232' | fill=00000000 | rows=[316] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C317 | value='52.4' | fill=00000000 | rows=[316] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D317 | value='68.1' | fill=00000000 | rows=[316] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E317 | value='14.6' | fill=00000000 | rows=[316] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F317 | value='15.5' | fill=00000000 | rows=[316] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G317 | value='35.1' | fill=00000000 | rows=[316] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A318 | value='Funeral homes, and cemeteries and crematories' | fill=FF00B050 | rows=[317] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B318 | value='129' | fill=00000000 | rows=[317] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C318 | value='38.2' | fill=00000000 | rows=[317] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D318 | value='73.8' | fill=00000000 | rows=[317] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E318 | value='15.9' | fill=00000000 | rows=[317] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F318 | value='0' | fill=00000000 | rows=[317] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G318 | value='15.3' | fill=00000000 | rows=[317] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A319 | value='Other personal services' | fill=FF00B050 | rows=[318] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B319 | value='588' | fill=00000000 | rows=[318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C319 | value='68.2' | fill=00000000 | rows=[318] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D319 | value='84.5' | fill=00000000 | rows=[318] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E319 | value='8.1' | fill=00000000 | rows=[318] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F319 | value='3.5' | fill=00000000 | rows=[318] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G319 | value='15.6' | fill=00000000 | rows=[318] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A320 | value='Membership associations and organizations' | fill=FF00B050 | rows=[319] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B320 | value='2031' | fill=00000000 | rows=[319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C320 | value='56.2' | fill=00000000 | rows=[319] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D320 | value='80' | fill=00000000 | rows=[319] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E320 | value='12.4' | fill=00000000 | rows=[319] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F320 | value='4.4' | fill=00000000 | rows=[319] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G320 | value='10.6' | fill=00000000 | rows=[319] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A321 | value='Religious organizations' | fill=FF00B050 | rows=[320] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B321 | value='987' | fill=00000000 | rows=[320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C321 | value='48.6' | fill=00000000 | rows=[320] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D321 | value='82.3' | fill=00000000 | rows=[320] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E321 | value='10.6' | fill=00000000 | rows=[320] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F321 | value='4.7' | fill=00000000 | rows=[320] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G321 | value='9.3' | fill=00000000 | rows=[320] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A322 | value='Civic, social, advocacy organizations, and grantmaking and giving services' | fill=FF00B050 | rows=[321] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B322 | value='805' | fill=00000000 | rows=[321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C322 | value='66.9' | fill=00000000 | rows=[321] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D322 | value='75.3' | fill=00000000 | rows=[321] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E322 | value='16' | fill=00000000 | rows=[321] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F322 | value='4.1' | fill=00000000 | rows=[321] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G322 | value='11.8' | fill=00000000 | rows=[321] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A323 | value='Labor unions' | fill=FF00B050 | rows=[322] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B323 | value='94' | fill=00000000 | rows=[322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C323 | value='36.7' | fill=00000000 | rows=[322] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D323 | value='86.4' | fill=00000000 | rows=[322] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E323 | value='8.9' | fill=00000000 | rows=[322] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F323 | value='1.6' | fill=00000000 | rows=[322] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G323 | value='19.2' | fill=00000000 | rows=[322] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A324 | value='Business, professional, political, and similar organizations' | fill=FF00B050 | rows=[323] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B324 | value='145' | fill=00000000 | rows=[323] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C324 | value='61.5' | fill=00000000 | rows=[323] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D324 | value='86.3' | fill=00000000 | rows=[323] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E324 | value='6.1' | fill=00000000 | rows=[323] | cols=[4] | col_header=False | row_header=False | metadata=False
