=== economy-table19.xlsx ===
Cell A1 | value='Table 2b: Bankruptcy rates per 10,000 adults, by location, England and Wales, 2011 to 2021 [r][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell K316 | value='4.34686453797406' | fill=00000000 | rows=[315] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L316 | value='4.09593592135803' | fill=00000000 | rows=[315] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M316 | value='2.72628135223555' | fill=00000000 | rows=[315] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N316 | value='2.49909123954925' | fill=00000000 | rows=[315] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A317 | value='E07000225' | fill=00000000 | rows=[316] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B317 | value='Chichester' | fill=00000000 | rows=[316] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C317 | value='Non-metropolitan District' | fill=00000000 | rows=[316] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D317 | value='6.99075069907507' | fill=00000000 | rows=[316] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E317 | value='5.86885770687723' | fill=00000000 | rows=[316] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F317 | value='4.65785907859079' | fill=00000000 | rows=[316] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G317 | value='3.68957011237376' | fill=00000000 | rows=[316] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H317 | value='5.51285118422284' | fill=00000000 | rows=[316] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I317 | value='3.90275966189777' | fill=00000000 | rows=[316] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J317 | value='3.56706074194863' | fill=00000000 | rows=[316] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K317 | value='3.5486879993511' | fill=00000000 | rows=[316] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L317 | value='2.73259991700993' | fill=00000000 | rows=[316] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M317 | value='4.9483953060936' | fill=00000000 | rows=[316] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N317 | value='2.92864211993294' | fill=00000000 | rows=[316] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A318 | value='E07000226' | fill=00000000 | rows=[317] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B318 | value='Crawley' | fill=00000000 | rows=[317] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C318 | value='Non-metropolitan District' | fill=00000000 | rows=[317] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D318 | value='10.3382429851981' | fill=00000000 | rows=[317] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E318 | value='7.33702189078663' | fill=00000000 | rows=[317] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F318 | value='5.15445380770291' | fill=00000000 | rows=[317] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G318 | value='3.6941263391208' | fill=00000000 | rows=[317] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H318 | value='2.00976509392696' | fill=00000000 | rows=[317] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I318 | value='3.76936215324813' | fill=00000000 | rows=[317] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J318 | value='2.95152416707988' | fill=00000000 | rows=[317] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K318 | value='3.75322542810228' | fill=00000000 | rows=[317] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L318 | value='3.6388393276364' | fill=00000000 | rows=[317] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M318 | value='2.59088714331139' | fill=00000000 | rows=[317] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N318 | value='2.11981675361841' | fill=00000000 | rows=[317] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A319 | value='E07000227' | fill=00000000 | rows=[318] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B319 | value='Horsham' | fill=00000000 | rows=[318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C319 | value='Non-metropolitan District' | fill=00000000 | rows=[318] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D319 | value='7.63329275127061' | fill=00000000 | rows=[318] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E319 | value='6.91443388072602' | fill=00000000 | rows=[318] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F319 | value='3.42723317561714' | fill=00000000 | rows=[318] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G319 | value='3.19936765439301' | fill=00000000 | rows=[318] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H319 | value='2.87948875141652' | fill=00000000 | rows=[318] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I319 | value='2.91728583019573' | fill=00000000 | rows=[318] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J319 | value='3.414656063261' | fill=00000000 | rows=[318] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K319 | value='4.24388173716226' | fill=00000000 | rows=[318] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L319 | value='4.45944527998321' | fill=00000000 | rows=[318] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M319 | value='3.54236145910732' | fill=00000000 | rows=[318] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N319 | value='1.98717837949923' | fill=00000000 | rows=[318] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A320 | value='E07000228' | fill=00000000 | rows=[319] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B320 | value='Mid Sussex' | fill=00000000 | rows=[319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C320 | value='Non-metropolitan District' | fill=00000000 | rows=[319] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D320 | value='7.95319499040132' | fill=00000000 | rows=[319] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E320 | value='5.62419492371052' | fill=00000000 | rows=[319] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F320 | value='5.28877614134478' | fill=00000000 | rows=[319] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G320 | value='3.45337500996166' | fill=00000000 | rows=[319] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H320 | value='2.3670714066541' | fill=00000000 | rows=[319] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I320 | value='2.42884777196589' | fill=00000000 | rows=[319] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J320 | value='3.54110707098624' | fill=00000000 | rows=[319] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K320 | value='2.82256340076124' | fill=00000000 | rows=[319] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L320 | value='3.478437926851' | fill=00000000 | rows=[319] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M320 | value='2.19098661812789' | fill=00000000 | rows=[319] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N320 | value='2.19098661812789' | fill=00000000 | rows=[319] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A321 | value='E07000229' | fill=00000000 | rows=[320] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B321 | value='Worthing' | fill=00000000 | rows=[320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C321 | value='Non-metropolitan District' | fill=00000000 | rows=[320] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D321 | value='8.80784612454771' | fill=00000000 | rows=[320] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E321 | value='5.67275305796845' | fill=00000000 | rows=[320] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F321 | value='4.93537015276146' | fill=00000000 | rows=[320] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G321 | value='3.49129503770599' | fill=00000000 | rows=[320] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H321 | value='3.80407843318079' | fill=00000000 | rows=[320] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I321 | value='3.87884319205978' | fill=00000000 | rows=[320] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J321 | value='2.3861467139351' | fill=00000000 | rows=[320] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K321 | value='3.85343352260492' | fill=00000000 | rows=[320] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L321 | value='4.39624853458382' | fill=00000000 | rows=[320] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M321 | value='1.91262671151964' | fill=00000000 | rows=[320] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N321 | value='1.80011925790084' | fill=00000000 | rows=[320] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A322 | value='E12000009' | fill=00000000 | rows=[321] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B322 | value='SOUTH WEST' | fill=00000000 | rows=[321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C322 | value='Region' | fill=00000000 | rows=[321] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D322 | value='11.1430002651973' | fill=00000000 | rows=[321] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E322 | value='8.57681075490436' | fill=00000000 | rows=[321] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F322 | value='6.21854314320314' | fill=00000000 | rows=[321] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G322 | value='5.23840614418799' | fill=00000000 | rows=[321] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H322 | value='4.05517221268421' | fill=00000000 | rows=[321] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I322 | value='3.91769231203719' | fill=00000000 | rows=[321] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J322 | value='3.95712236090076' | fill=00000000 | rows=[321] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K322 | value='4.59597550858683' | fill=00000000 | rows=[321] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L322 | value='4.52712166490046' | fill=00000000 | rows=[321] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M322 | value='3.43140780764056' | fill=00000000 | rows=[321] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N322 | value='2.18862228756561' | fill=00000000 | rows=[321] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A323 | value='E06000022' | fill=00000000 | rows=[322] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B323 | value='Bath and North East Somerset' | fill=00000000 | rows=[322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C323 | value='Unitary Authority' | fill=00000000 | rows=[322] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D323 | value='9.09193425615291' | fill=00000000 | rows=[322] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E323 | value='7.25461609827215' | fill=00000000 | rows=[322] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F323 | value='5.23239402680914' | fill=00000000 | rows=[322] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G323 | value='4.83595223986323' | fill=00000000 | rows=[322] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H323 | value='3.47712121110806' | fill=00000000 | rows=[322] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I323 | value='2.89944844582974' | fill=00000000 | rows=[322] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J323 | value='2.93887147335423' | fill=00000000 | rows=[322] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K323 | value='3.90625' | fill=00000000 | rows=[322] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L323 | value='3.43872385137071' | fill=00000000 | rows=[322] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M323 | value='3.38172117082702' | fill=00000000 | rows=[322] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N323 | value='1.69086058541351' | fill=00000000 | rows=[322] | cols=[13] | col_header=False | row_header=False | metadata=False
