=== health-table03.xlsx ===
Cell B1 | value='Graduates' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell K197 | value='46.94' | fill=00000000 | rows=[196] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B198 | value='Norway' | fill=FF00B050 | rows=[197] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D198 | value='73.43' | fill=00000000 | rows=[197] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E198 | value='76.07' | fill=00000000 | rows=[197] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F198 | value='79.8' | fill=00000000 | rows=[197] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G198 | value='80.14' | fill=00000000 | rows=[197] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H198 | value='79.82' | fill=00000000 | rows=[197] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I198 | value='75.65' | fill=00000000 | rows=[197] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J198 | value='77.53' | fill=00000000 | rows=[197] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K198 | value='78.47' | fill=00000000 | rows=[197] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L198 | value='84.16' | fill=00000000 | rows=[197] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B199 | value='Poland' | fill=FF00B050 | rows=[198] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D199 | value='23.15' | fill=00000000 | rows=[198] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E199 | value='10.79' | fill=00000000 | rows=[198] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F199 | value='11.62' | fill=00000000 | rows=[198] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G199 | value='13.99' | fill=00000000 | rows=[198] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H199 | value='14.12' | fill=00000000 | rows=[198] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I199 | value='13.69' | fill=00000000 | rows=[198] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J199 | value='15.12' | fill=00000000 | rows=[198] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K199 | value='19.58' | fill=00000000 | rows=[198] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L199 | value='19.08' | fill=00000000 | rows=[198] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B200 | value='Portugal' | fill=FF00B050 | rows=[199] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D200 | value='26.16' | fill=00000000 | rows=[199] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E200 | value='24.41' | fill=00000000 | rows=[199] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F200 | value='24.39' | fill=00000000 | rows=[199] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G200 | value='24.96' | fill=00000000 | rows=[199] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H200 | value='26.39' | fill=00000000 | rows=[199] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I200 | value='25.68' | fill=00000000 | rows=[199] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J200 | value='27.6' | fill=00000000 | rows=[199] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K200 | value='25.99' | fill=00000000 | rows=[199] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B201 | value='Slovak Republic' | fill=FF00B050 | rows=[200] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D201 | value='34.16' | fill=00000000 | rows=[200] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E201 | value='29.87' | fill=00000000 | rows=[200] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F201 | value='30.96' | fill=00000000 | rows=[200] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G201 | value='26.44' | fill=00000000 | rows=[200] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H201 | value='21.89' | fill=00000000 | rows=[200] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I201 | value='18.45' | fill=00000000 | rows=[200] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J201 | value='24.29' | fill=00000000 | rows=[200] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K201 | value='24.69' | fill=00000000 | rows=[200] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B202 | value='Slovenia' | fill=FF00B050 | rows=[201] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell J202 | value='32.89' | fill=00000000 | rows=[201] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K202 | value='32.62' | fill=00000000 | rows=[201] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L202 | value='33.43' | fill=00000000 | rows=[201] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B203 | value='Spain' | fill=FF00B050 | rows=[202] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D203 | value='23.2' | fill=00000000 | rows=[202] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E203 | value='22.77' | fill=00000000 | rows=[202] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F203 | value='21.74' | fill=00000000 | rows=[202] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G203 | value='21.26' | fill=00000000 | rows=[202] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H203 | value='21.76' | fill=00000000 | rows=[202] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I203 | value='22.36' | fill=00000000 | rows=[202] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J203 | value='23.03' | fill=00000000 | rows=[202] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K203 | value='23.45' | fill=00000000 | rows=[202] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B204 | value='Sweden' | fill=FF00B050 | rows=[203] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D204 | value='39.5' | fill=00000000 | rows=[203] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E204 | value='41.6' | fill=00000000 | rows=[203] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F204 | value='41.48' | fill=00000000 | rows=[203] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G204 | value='42.62' | fill=00000000 | rows=[203] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H204 | value='43.22' | fill=00000000 | rows=[203] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I204 | value='43.48' | fill=00000000 | rows=[203] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J204 | value='44.14' | fill=00000000 | rows=[203] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K204 | value='42.2' | fill=00000000 | rows=[203] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B205 | value='Switzerland' | fill=FF00B050 | rows=[204] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D205 | value='95.6' | fill=00000000 | rows=[204] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E205 | value='98.23' | fill=00000000 | rows=[204] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F205 | value='100.88' | fill=00000000 | rows=[204] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G205 | value='106.17' | fill=00000000 | rows=[204] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H205 | value='108.09' | fill=00000000 | rows=[204] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I205 | value='111.87' | fill=00000000 | rows=[204] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J205 | value='112.6' | fill=00000000 | rows=[204] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K205 | value='111.83' | fill=00000000 | rows=[204] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B206 | value='Türkiye' | fill=FF00B050 | rows=[205] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D206 | value='38.62' | fill=00000000 | rows=[205] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E206 | value='71.95' | fill=00000000 | rows=[205] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F206 | value='18.84' | fill=00000000 | rows=[205] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G206 | value='19.35' | fill=00000000 | rows=[205] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H206 | value='18.67' | fill=00000000 | rows=[205] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I206 | value='18.27' | fill=00000000 | rows=[205] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J206 | value='18.48' | fill=00000000 | rows=[205] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B207 | value='United Kingdom' | fill=FF00B050 | rows=[206] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D207 | value='51.09' | fill=00000000 | rows=[206] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E207 | value='47.29' | fill=00000000 | rows=[206] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F207 | value='46.33' | fill=00000000 | rows=[206] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G207 | value='47.58' | fill=00000000 | rows=[206] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H207 | value='44.77' | fill=00000000 | rows=[206] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I207 | value='42.47' | fill=00000000 | rows=[206] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J207 | value='42.14' | fill=00000000 | rows=[206] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K207 | value='43.21' | fill=00000000 | rows=[206] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B208 | value='United States' | fill=FF00B050 | rows=[207] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D208 | value='63.09' | fill=00000000 | rows=[207] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E208 | value='61.82' | fill=00000000 | rows=[207] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F208 | value='61.8' | fill=00000000 | rows=[207] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G208 | value='63.16' | fill=00000000 | rows=[207] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H208 | value='65.55' | fill=00000000 | rows=[207] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I208 | value='65.17' | fill=00000000 | rows=[207] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J208 | value='66.51' | fill=00000000 | rows=[207] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K208 | value='67.54' | fill=00000000 | rows=[207] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B209 | value='Non-OECD economies' | fill=FF00B050 | rows=[208] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell B210 | value='·  Bulgaria' | fill=FF00B050 | rows=[209] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D210 | value='5.28' | fill=00000000 | rows=[209] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E210 | value='6.09' | fill=00000000 | rows=[209] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F210 | value='6.92' | fill=00000000 | rows=[209] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G210 | value='8.44' | fill=00000000 | rows=[209] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H210 | value='7.12' | fill=00000000 | rows=[209] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I210 | value='6.94' | fill=00000000 | rows=[209] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J210 | value='8.03' | fill=00000000 | rows=[209] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K210 | value='9.24' | fill=00000000 | rows=[209] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B211 | value='·  Croatia' | fill=FF00B050 | rows=[210] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D211 | value='52.45' | fill=00000000 | rows=[210] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E211 | value='61.02' | fill=00000000 | rows=[210] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F211 | value='51.81' | fill=00000000 | rows=[210] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G211 | value='59.66' | fill=00000000 | rows=[210] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H211 | value='62.68' | fill=00000000 | rows=[210] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I211 | value='59.34' | fill=00000000 | rows=[210] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J211 | value='64.97' | fill=00000000 | rows=[210] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K211 | value='64.45' | fill=00000000 | rows=[210] | cols=[10] | col_header=False | row_header=False | metadata=False
