=== health-table22.xlsx ===
Cell A1 | value='Knowledge of HST' | fill=FFFFFF00 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14] | col_header=True | row_header=True | metadata=False
Cell AR89 | value='2' | fill=00000000 | rows=[88] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS89 | value='0' | fill=00000000 | rows=[88] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT89 | value='3.4' | fill=00000000 | rows=[88] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU89 | value='5' | fill=00000000 | rows=[88] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV89 | value='5' | fill=00000000 | rows=[88] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW89 | value='4.66666666666667' | fill=00000000 | rows=[88] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX89 | value='2.5' | fill=00000000 | rows=[88] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A90 | value='1' | fill=00000000 | rows=[89] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B90 | value='1' | fill=00000000 | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C90 | value='1' | fill=00000000 | rows=[89] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D90 | value='1' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='1' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='3' | fill=00000000 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='3' | fill=00000000 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='3' | fill=00000000 | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I90 | value='3' | fill=00000000 | rows=[89] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J90 | value='3' | fill=00000000 | rows=[89] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K90 | value='3' | fill=00000000 | rows=[89] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L90 | value='3' | fill=00000000 | rows=[89] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M90 | value='3' | fill=00000000 | rows=[89] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N90 | value='5' | fill=00000000 | rows=[89] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O90 | value='5' | fill=00000000 | rows=[89] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P90 | value='5' | fill=00000000 | rows=[89] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q90 | value='5' | fill=00000000 | rows=[89] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R90 | value='5' | fill=00000000 | rows=[89] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S90 | value='1' | fill=00000000 | rows=[89] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T90 | value='1' | fill=00000000 | rows=[89] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U90 | value='1' | fill=00000000 | rows=[89] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V90 | value='4' | fill=00000000 | rows=[89] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W90 | value='5' | fill=00000000 | rows=[89] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X90 | value='5' | fill=00000000 | rows=[89] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y90 | value='5' | fill=00000000 | rows=[89] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z90 | value='1' | fill=00000000 | rows=[89] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA90 | value='1' | fill=00000000 | rows=[89] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB90 | value='1' | fill=00000000 | rows=[89] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC90 | value='2' | fill=00000000 | rows=[89] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD90 | value='2' | fill=00000000 | rows=[89] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE90 | value='1' | fill=00000000 | rows=[89] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF90 | value='1' | fill=00000000 | rows=[89] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG90 | value='1' | fill=00000000 | rows=[89] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH90 | value='1' | fill=00000000 | rows=[89] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI90 | value='1' | fill=00000000 | rows=[89] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ90 | value='1' | fill=00000000 | rows=[89] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK90 | value='1' | fill=00000000 | rows=[89] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL90 | value='1' | fill=00000000 | rows=[89] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM90 | value='1' | fill=00000000 | rows=[89] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN90 | value='1' | fill=00000000 | rows=[89] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO90 | value='5' | fill=00000000 | rows=[89] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP90 | value='1' | fill=00000000 | rows=[89] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ90 | value='5' | fill=00000000 | rows=[89] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR90 | value='5' | fill=00000000 | rows=[89] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS90 | value='2' | fill=00000000 | rows=[89] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT90 | value='2.6' | fill=00000000 | rows=[89] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU90 | value='5' | fill=00000000 | rows=[89] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV90 | value='2.83333333333333' | fill=00000000 | rows=[89] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW90 | value='2' | fill=00000000 | rows=[89] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX90 | value='1' | fill=00000000 | rows=[89] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A91 | value='5' | fill=00000000 | rows=[90] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B91 | value='5' | fill=00000000 | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C91 | value='5' | fill=00000000 | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D91 | value='5' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='5' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='5' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G91 | value='3' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='3' | fill=00000000 | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I91 | value='3' | fill=00000000 | rows=[90] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J91 | value='5' | fill=00000000 | rows=[90] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K91 | value='5' | fill=00000000 | rows=[90] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L91 | value='5' | fill=00000000 | rows=[90] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M91 | value='5' | fill=00000000 | rows=[90] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N91 | value='5' | fill=00000000 | rows=[90] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O91 | value='5' | fill=00000000 | rows=[90] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P91 | value='5' | fill=00000000 | rows=[90] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q91 | value='5' | fill=00000000 | rows=[90] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R91 | value='5' | fill=00000000 | rows=[90] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S91 | value='2' | fill=00000000 | rows=[90] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T91 | value='1' | fill=00000000 | rows=[90] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U91 | value='1' | fill=00000000 | rows=[90] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V91 | value='1' | fill=00000000 | rows=[90] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W91 | value='1' | fill=00000000 | rows=[90] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X91 | value='5' | fill=00000000 | rows=[90] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y91 | value='1' | fill=00000000 | rows=[90] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z91 | value='5' | fill=00000000 | rows=[90] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA91 | value='1' | fill=00000000 | rows=[90] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB91 | value='3' | fill=00000000 | rows=[90] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC91 | value='3' | fill=00000000 | rows=[90] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD91 | value='5' | fill=00000000 | rows=[90] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE91 | value='5' | fill=00000000 | rows=[90] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF91 | value='2' | fill=00000000 | rows=[90] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG91 | value='1' | fill=00000000 | rows=[90] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH91 | value='5' | fill=00000000 | rows=[90] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI91 | value='5' | fill=00000000 | rows=[90] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ91 | value='5' | fill=00000000 | rows=[90] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK91 | value='5' | fill=00000000 | rows=[90] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL91 | value='5' | fill=00000000 | rows=[90] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM91 | value='5' | fill=00000000 | rows=[90] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN91 | value='2' | fill=00000000 | rows=[90] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO91 | value='3' | fill=00000000 | rows=[90] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP91 | value='6' | fill=00000000 | rows=[90] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ91 | value='3' | fill=00000000 | rows=[90] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR91 | value='2' | fill=00000000 | rows=[90] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS91 | value='1' | fill=00000000 | rows=[90] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT91 | value='4.6' | fill=00000000 | rows=[90] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU91 | value='5' | fill=00000000 | rows=[90] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV91 | value='1.83333333333333' | fill=00000000 | rows=[90] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW91 | value='3' | fill=00000000 | rows=[90] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX91 | value='4.5' | fill=00000000 | rows=[90] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A92 | value='1' | fill=00000000 | rows=[91] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B92 | value='1' | fill=00000000 | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C92 | value='1' | fill=00000000 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D92 | value='1' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E92 | value='1' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F92 | value='3' | fill=00000000 | rows=[91] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G92 | value='3' | fill=00000000 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H92 | value='3' | fill=00000000 | rows=[91] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I92 | value='5' | fill=00000000 | rows=[91] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J92 | value='3' | fill=00000000 | rows=[91] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K92 | value='3' | fill=00000000 | rows=[91] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L92 | value='3' | fill=00000000 | rows=[91] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M92 | value='3' | fill=00000000 | rows=[91] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N92 | value='5' | fill=00000000 | rows=[91] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O92 | value='5' | fill=00000000 | rows=[91] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P92 | value='5' | fill=00000000 | rows=[91] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q92 | value='5' | fill=00000000 | rows=[91] | cols=[16] | col_header=False | row_header=False | metadata=False
