=== science-table36.xlsx ===
Cell A1 | value='raw clone size data used for Figure 5a,d, Extended Data Figure 11a,b from ovariectomized confetti mouse model' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B2530 | value='1' | fill=00000000 | rows=[2529] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2531 | value='1' | fill=00000000 | rows=[2530] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2532 | value='1' | fill=00000000 | rows=[2531] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2533 | value='1' | fill=00000000 | rows=[2532] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2534 | value='1' | fill=00000000 | rows=[2533] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2535 | value='1' | fill=00000000 | rows=[2534] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2536 | value='3' | fill=00000000 | rows=[2535] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2537 | value='1' | fill=00000000 | rows=[2536] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2538 | value='1' | fill=00000000 | rows=[2537] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2539 | value='1' | fill=00000000 | rows=[2538] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2540 | value='2' | fill=00000000 | rows=[2539] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2541 | value='1' | fill=00000000 | rows=[2540] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2542 | value='1' | fill=00000000 | rows=[2541] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2543 | value='1' | fill=00000000 | rows=[2542] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2544 | value='1' | fill=00000000 | rows=[2543] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2545 | value='2' | fill=00000000 | rows=[2544] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2546 | value='1' | fill=00000000 | rows=[2545] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2547 | value='1' | fill=00000000 | rows=[2546] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2548 | value='2' | fill=00000000 | rows=[2547] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2549 | value='2' | fill=00000000 | rows=[2548] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2550 | value='1' | fill=00000000 | rows=[2549] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2551 | value='1' | fill=00000000 | rows=[2550] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2552 | value='1' | fill=00000000 | rows=[2551] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2553 | value='1' | fill=00000000 | rows=[2552] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2554 | value='1' | fill=00000000 | rows=[2553] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2555 | value='1' | fill=00000000 | rows=[2554] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2556 | value='1' | fill=00000000 | rows=[2555] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2557 | value='1' | fill=00000000 | rows=[2556] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2558 | value='1' | fill=00000000 | rows=[2557] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2559 | value='1' | fill=00000000 | rows=[2558] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2560 | value='1' | fill=00000000 | rows=[2559] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2561 | value='1' | fill=00000000 | rows=[2560] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2562 | value='1' | fill=00000000 | rows=[2561] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2563 | value='1' | fill=00000000 | rows=[2562] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2564 | value='1' | fill=00000000 | rows=[2563] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2565 | value='1' | fill=00000000 | rows=[2564] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2566 | value='1' | fill=00000000 | rows=[2565] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2567 | value='2' | fill=00000000 | rows=[2566] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2568 | value='1' | fill=00000000 | rows=[2567] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2569 | value='1' | fill=00000000 | rows=[2568] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2570 | value='2' | fill=00000000 | rows=[2569] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2571 | value='1' | fill=00000000 | rows=[2570] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2572 | value='1' | fill=00000000 | rows=[2571] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2573 | value='2' | fill=00000000 | rows=[2572] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2574 | value='1' | fill=00000000 | rows=[2573] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2575 | value='1' | fill=00000000 | rows=[2574] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2576 | value='1' | fill=00000000 | rows=[2575] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2577 | value='1' | fill=00000000 | rows=[2576] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2578 | value='1' | fill=00000000 | rows=[2577] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2579 | value='2' | fill=00000000 | rows=[2578] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2580 | value='1' | fill=00000000 | rows=[2579] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2581 | value='1' | fill=00000000 | rows=[2580] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2582 | value='1' | fill=00000000 | rows=[2581] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2583 | value='1' | fill=00000000 | rows=[2582] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2584 | value='1' | fill=00000000 | rows=[2583] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2585 | value='1' | fill=00000000 | rows=[2584] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2586 | value='3' | fill=00000000 | rows=[2585] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2587 | value='1' | fill=00000000 | rows=[2586] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2588 | value='1' | fill=00000000 | rows=[2587] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2589 | value='1' | fill=00000000 | rows=[2588] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2590 | value='1' | fill=00000000 | rows=[2589] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2591 | value='1' | fill=00000000 | rows=[2590] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2592 | value='1' | fill=00000000 | rows=[2591] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2593 | value='1' | fill=00000000 | rows=[2592] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2594 | value='1' | fill=00000000 | rows=[2593] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2595 | value='1' | fill=00000000 | rows=[2594] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2596 | value='2' | fill=00000000 | rows=[2595] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2597 | value='1' | fill=00000000 | rows=[2596] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2598 | value='1' | fill=00000000 | rows=[2597] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2599 | value='1' | fill=00000000 | rows=[2598] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2600 | value='2' | fill=00000000 | rows=[2599] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2601 | value='1' | fill=00000000 | rows=[2600] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2602 | value='1' | fill=00000000 | rows=[2601] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2603 | value='1' | fill=00000000 | rows=[2602] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2604 | value='1' | fill=00000000 | rows=[2603] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2605 | value='1' | fill=00000000 | rows=[2604] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2606 | value='1' | fill=00000000 | rows=[2605] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2607 | value='2' | fill=00000000 | rows=[2606] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2608 | value='1' | fill=00000000 | rows=[2607] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2609 | value='1' | fill=00000000 | rows=[2608] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2610 | value='1' | fill=00000000 | rows=[2609] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2611 | value='1' | fill=00000000 | rows=[2610] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2612 | value='1' | fill=00000000 | rows=[2611] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2613 | value='1' | fill=00000000 | rows=[2612] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2614 | value='1' | fill=00000000 | rows=[2613] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2615 | value='1' | fill=00000000 | rows=[2614] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2616 | value='1' | fill=00000000 | rows=[2615] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2617 | value='1' | fill=00000000 | rows=[2616] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2618 | value='1' | fill=00000000 | rows=[2617] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2619 | value='1' | fill=00000000 | rows=[2618] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2620 | value='1' | fill=00000000 | rows=[2619] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2621 | value='1' | fill=00000000 | rows=[2620] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2622 | value='1' | fill=00000000 | rows=[2621] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2623 | value='1' | fill=00000000 | rows=[2622] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2624 | value='1' | fill=00000000 | rows=[2623] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2625 | value='1' | fill=00000000 | rows=[2624] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2626 | value='2' | fill=00000000 | rows=[2625] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2627 | value='1' | fill=00000000 | rows=[2626] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2628 | value='2' | fill=00000000 | rows=[2627] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2629 | value='1' | fill=00000000 | rows=[2628] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2630 | value='1' | fill=00000000 | rows=[2629] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2631 | value='1' | fill=00000000 | rows=[2630] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2632 | value='1' | fill=00000000 | rows=[2631] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2633 | value='1' | fill=00000000 | rows=[2632] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2634 | value='3' | fill=00000000 | rows=[2633] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2635 | value='1' | fill=00000000 | rows=[2634] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2636 | value='1' | fill=00000000 | rows=[2635] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2637 | value='3' | fill=00000000 | rows=[2636] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2638 | value='1' | fill=00000000 | rows=[2637] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2639 | value='1' | fill=00000000 | rows=[2638] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2640 | value='1' | fill=00000000 | rows=[2639] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2641 | value='1' | fill=00000000 | rows=[2640] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2642 | value='1' | fill=00000000 | rows=[2641] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2643 | value='1' | fill=00000000 | rows=[2642] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2644 | value='1' | fill=00000000 | rows=[2643] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2645 | value='1' | fill=00000000 | rows=[2644] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2646 | value='1' | fill=00000000 | rows=[2645] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2647 | value='1' | fill=00000000 | rows=[2646] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2648 | value='2' | fill=00000000 | rows=[2647] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2649 | value='1' | fill=00000000 | rows=[2648] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2650 | value='1' | fill=00000000 | rows=[2649] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2651 | value='1' | fill=00000000 | rows=[2650] | cols=[1] | col_header=False | row_header=False | metadata=False
