=== economy-table107.xlsx ===
Cell A1 | value='Table 10. Digital Economy Real Gross Output by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell D87 | value='General government' | fill=None | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G87 | value='4.05300009154022' | fill=None | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='4.18218980478471' | fill=None | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='3.72234027323145' | fill=None | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='3.02872136379806' | fill=None | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='3.89867941877692' | fill=None | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L87 | value='4.23547938317445' | fill=None | rows=[86] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M87 | value='4.1184196567989' | fill=None | rows=[86] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N87 | value='4.27942519812847' | fill=None | rows=[86] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O87 | value='4.42824897357253' | fill=None | rows=[86] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P87 | value='4.48433719149647' | fill=None | rows=[86] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q87 | value='4.41748805897327' | fill=None | rows=[86] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R87 | value='4.58520991489322' | fill=None | rows=[86] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S87 | value='4.70395163245652' | fill=None | rows=[86] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T87 | value='5.49232908155993' | fill=None | rows=[86] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U87 | value='5.43350760283134' | fill=None | rows=[86] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V87 | value='4.868' | fill=None | rows=[86] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W87 | value='4.61320386721731' | fill=None | rows=[86] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X87 | value='4.38814824292332' | fill=None | rows=[86] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y87 | value='4.28371365288028' | fill=None | rows=[86] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z87 | value='4.50704670246979' | fill=None | rows=[86] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA87 | value='4.71116406641036' | fill=None | rows=[86] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E88 | value='National defense' | fill=None | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G88 | value='1.57111300149997' | fill=None | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='1.5529794805824' | fill=None | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='1.39555823143302' | fill=None | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='1.15726867190318' | fill=None | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='1.53556980757889' | fill=None | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L88 | value='2.15434790205341' | fill=None | rows=[87] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M88 | value='2.16674885114334' | fill=None | rows=[87] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N88 | value='2.1414642304923' | fill=None | rows=[87] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O88 | value='2.08725655973043' | fill=None | rows=[87] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P88 | value='2.11187080684231' | fill=None | rows=[87] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q88 | value='2.07607477696827' | fill=None | rows=[87] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R88 | value='2.11803987258296' | fill=None | rows=[87] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S88 | value='2.20000859293997' | fill=None | rows=[87] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T88 | value='2.62457529652548' | fill=None | rows=[87] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U88 | value='2.59094259576553' | fill=None | rows=[87] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V88 | value='2.312' | fill=None | rows=[87] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W88 | value='2.1733611603742' | fill=None | rows=[87] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X88 | value='2.07917611358181' | fill=None | rows=[87] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y88 | value='2.04018135801918' | fill=None | rows=[87] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z88 | value='2.18946570345169' | fill=None | rows=[87] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA88 | value='2.29796010068227' | fill=None | rows=[87] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E89 | value='Nondefense' | fill=None | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G89 | value='2.46373595302322' | fill=None | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='2.60820925661358' | fill=None | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I89 | value='2.30868390281347' | fill=None | rows=[88] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J89 | value='1.85780287158947' | fill=None | rows=[88] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K89 | value='2.34768939804892' | fill=None | rows=[88] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L89 | value='2.08544970365936' | fill=None | rows=[88] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M89 | value='1.95868205251856' | fill=None | rows=[88] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N89 | value='2.14119349056623' | fill=None | rows=[88] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O89 | value='2.34038767163843' | fill=None | rows=[88] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P89 | value='2.37181516558742' | fill=None | rows=[88] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q89 | value='2.34071827208076' | fill=None | rows=[88] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R89 | value='2.46623395102358' | fill=None | rows=[88] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S89 | value='2.50327703498037' | fill=None | rows=[88] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T89 | value='2.86784217490797' | fill=None | rows=[88] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U89 | value='2.8425958724279' | fill=None | rows=[88] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V89 | value='2.556' | fill=None | rows=[88] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W89 | value='2.43973808041268' | fill=None | rows=[88] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X89 | value='2.30906305763947' | fill=None | rows=[88] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y89 | value='2.24391065535769' | fill=None | rows=[88] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z89 | value='2.31964601219236' | fill=None | rows=[88] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA89 | value='2.41580184126328' | fill=None | rows=[88] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D90 | value='Government enterprises' | fill=None | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G90 | value='0.312751201078917' | fill=None | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='0.339679525603596' | fill=None | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I90 | value='0.349271077206192' | fill=None | rows=[89] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J90 | value='0.367081298810874' | fill=None | rows=[89] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K90 | value='0.33754342115499' | fill=None | rows=[89] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L90 | value='0.350305671961884' | fill=None | rows=[89] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M90 | value='0.381691249350796' | fill=None | rows=[89] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N90 | value='0.468694533813671' | fill=None | rows=[89] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O90 | value='0.499838813461131' | fill=None | rows=[89] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P90 | value='0.55311946246896' | fill=None | rows=[89] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q90 | value='0.565513718600916' | fill=None | rows=[89] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R90 | value='0.61547302481162' | fill=None | rows=[89] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S90 | value='0.605729583419332' | fill=None | rows=[89] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T90 | value='0.636009866985613' | fill=None | rows=[89] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U90 | value='0.663170884543419' | fill=None | rows=[89] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V90 | value='0.67973681875' | fill=None | rows=[89] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W90 | value='0.636954102542118' | fill=None | rows=[89] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X90 | value='0.631569029282144' | fill=None | rows=[89] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y90 | value='0.615434229269479' | fill=None | rows=[89] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z90 | value='0.615757622077162' | fill=None | rows=[89] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA90 | value='0.634093632093652' | fill=None | rows=[89] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C91 | value='State and local' | fill=None | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G91 | value='3.62126406714233' | fill=None | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='3.90832033877151' | fill=None | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I91 | value='3.8952138877331' | fill=None | rows=[90] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J91 | value='4.15558721953159' | fill=None | rows=[90] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K91 | value='4.78198884233203' | fill=None | rows=[90] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L91 | value='5.09610080292242' | fill=None | rows=[90] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M91 | value='5.52050454430368' | fill=None | rows=[90] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N91 | value='5.92173912045755' | fill=None | rows=[90] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O91 | value='6.15462641416959' | fill=None | rows=[90] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P91 | value='6.60665679086254' | fill=None | rows=[90] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q91 | value='7.01408572086169' | fill=None | rows=[90] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R91 | value='7.31367343082516' | fill=None | rows=[90] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S91 | value='7.65171617123699' | fill=None | rows=[90] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T91 | value='7.67077847381456' | fill=None | rows=[90] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U91 | value='7.54684491663906' | fill=None | rows=[90] | cols=[20] | col_header=False | row_header=False | metadata=False
