=== economy-table23.xlsx ===
Cell A1 | value='Table 4b: Individual Voluntary Arrangement rates per 10,000 adults, by location, England and Wales, 2011 to 2021 [r][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell H285 | value='5.44115505759194' | fill=00000000 | rows=[284] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I285 | value='8.32989381261491' | fill=00000000 | rows=[284] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J285 | value='9.95882693937007' | fill=00000000 | rows=[284] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K285 | value='11.9244243317508' | fill=00000000 | rows=[284] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L285 | value='12.7508715552378' | fill=00000000 | rows=[284] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M285 | value='13.6694907200971' | fill=00000000 | rows=[284] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N285 | value='15.4238638606443' | fill=00000000 | rows=[284] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A286 | value='E07000107' | fill=FF00B050 | rows=[285] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B286 | value='Dartford' | fill=00000000 | rows=[285] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C286 | value='Non-metropolitan District' | fill=00000000 | rows=[285] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D286 | value='11.454753722795' | fill=00000000 | rows=[285] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E286 | value='10.4043197682076' | fill=00000000 | rows=[285] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F286 | value='12.451200373536' | fill=00000000 | rows=[285] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G286 | value='13.6601557513086' | fill=00000000 | rows=[285] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H286 | value='8.43935004408616' | fill=00000000 | rows=[285] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I286 | value='11.4289973539387' | fill=00000000 | rows=[285] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J286 | value='12.5752377696656' | fill=00000000 | rows=[285] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K286 | value='13.2365859234925' | fill=00000000 | rows=[285] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L286 | value='18.0430911470925' | fill=00000000 | rows=[285] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M286 | value='16.8525518742612' | fill=00000000 | rows=[285] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N286 | value='20.9486582325886' | fill=00000000 | rows=[285] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A287 | value='E07000108' | fill=FF00B050 | rows=[286] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B287 | value='Dover' | fill=00000000 | rows=[286] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C287 | value='Non-metropolitan District' | fill=00000000 | rows=[286] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D287 | value='14.4538042864563' | fill=00000000 | rows=[286] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E287 | value='15.759022040118' | fill=00000000 | rows=[286] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F287 | value='14.7512404452193' | fill=00000000 | rows=[286] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G287 | value='15.3798490783155' | fill=00000000 | rows=[286] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H287 | value='14.9840794156209' | fill=00000000 | rows=[286] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I287 | value='13.6002611250136' | fill=00000000 | rows=[286] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J287 | value='17.4150478913817' | fill=00000000 | rows=[286] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K287 | value='19.4670496250199' | fill=00000000 | rows=[286] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L287 | value='23.280557047899' | fill=00000000 | rows=[286] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M287 | value='26.4583595817059' | fill=00000000 | rows=[286] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N287 | value='22.5736004367729' | fill=00000000 | rows=[286] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A288 | value='E07000112' | fill=FF00B050 | rows=[287] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B288 | value='Folkestone and Hythe [note 4]' | fill=00000000 | rows=[287] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C288 | value='Non-metropolitan District' | fill=00000000 | rows=[287] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D288 | value='13.4455339963373' | fill=00000000 | rows=[287] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E288 | value='8.8642276609951' | fill=00000000 | rows=[287] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F288 | value='17.0881357876025' | fill=00000000 | rows=[287] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G288 | value='9.78640599929447' | fill=00000000 | rows=[287] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H288 | value='12.433031173' | fill=00000000 | rows=[287] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I288 | value='11.2786152987158' | fill=00000000 | rows=[287] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J288 | value='14.5303695816141' | fill=00000000 | rows=[287] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K288 | value='16.7726375794782' | fill=00000000 | rows=[287] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L288 | value='16.4760824022346' | fill=00000000 | rows=[287] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M288 | value='17.1627199652401' | fill=00000000 | rows=[287] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N288 | value='16.9454703454269' | fill=00000000 | rows=[287] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A289 | value='E07000109' | fill=FF00B050 | rows=[288] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B289 | value='Gravesham' | fill=00000000 | rows=[288] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C289 | value='Non-metropolitan District' | fill=00000000 | rows=[288] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D289 | value='12.0292284657615' | fill=00000000 | rows=[288] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E289 | value='10.0281804564726' | fill=00000000 | rows=[288] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F289 | value='15.4732551703316' | fill=00000000 | rows=[288] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G289 | value='13.6807412474349' | fill=00000000 | rows=[288] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H289 | value='11.9773788062134' | fill=00000000 | rows=[288] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I289 | value='11.5517432072063' | fill=00000000 | rows=[288] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J289 | value='15.3920035463176' | fill=00000000 | rows=[288] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K289 | value='18.3391386758896' | fill=00000000 | rows=[288] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L289 | value='17.7883553745369' | fill=00000000 | rows=[288] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M289 | value='19.7937028977489' | fill=00000000 | rows=[288] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N289 | value='18.0725113414229' | fill=00000000 | rows=[288] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A290 | value='E07000110' | fill=FF00B050 | rows=[289] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B290 | value='Maidstone' | fill=00000000 | rows=[289] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C290 | value='Non-metropolitan District' | fill=00000000 | rows=[289] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D290 | value='14.3447326141841' | fill=00000000 | rows=[289] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E290 | value='9.00615826497578' | fill=00000000 | rows=[289] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F290 | value='11.1497922448783' | fill=00000000 | rows=[289] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G290 | value='10.7515830915545' | fill=00000000 | rows=[289] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H290 | value='10.0507993891607' | fill=00000000 | rows=[289] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I290 | value='9.95769907679007' | fill=00000000 | rows=[289] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J290 | value='13.6700701832095' | fill=00000000 | rows=[289] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K290 | value='15.3349902173338' | fill=00000000 | rows=[289] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L290 | value='16.9672688676777' | fill=00000000 | rows=[289] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M290 | value='16.8054729327781' | fill=00000000 | rows=[289] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N290 | value='16.8798334324807' | fill=00000000 | rows=[289] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A291 | value='E07000111' | fill=FF00B050 | rows=[290] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B291 | value='Sevenoaks' | fill=00000000 | rows=[290] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C291 | value='Non-metropolitan District' | fill=00000000 | rows=[290] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D291 | value='10.136565152494' | fill=00000000 | rows=[290] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E291 | value='7.72558714462299' | fill=00000000 | rows=[290] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F291 | value='8.01378810666023' | fill=00000000 | rows=[290] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G291 | value='8.29295971367465' | fill=00000000 | rows=[290] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H291 | value='5.33269486102344' | fill=00000000 | rows=[290] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I291 | value='8.55274553958081' | fill=00000000 | rows=[290] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J291 | value='9.80624582426345' | fill=00000000 | rows=[290] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K291 | value='11.0313805290779' | fill=00000000 | rows=[290] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L291 | value='11.0034505966434' | fill=00000000 | rows=[290] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M291 | value='12.9788614772498' | fill=00000000 | rows=[290] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N291 | value='13.8299343610038' | fill=00000000 | rows=[290] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A292 | value='E07000113' | fill=FF00B050 | rows=[291] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B292 | value='Swale' | fill=00000000 | rows=[291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C292 | value='Non-metropolitan District' | fill=00000000 | rows=[291] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D292 | value='15.8546310712794' | fill=00000000 | rows=[291] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E292 | value='14.9361690135553' | fill=00000000 | rows=[291] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F292 | value='14.396641402883' | fill=00000000 | rows=[291] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G292 | value='16.4999862500115' | fill=00000000 | rows=[291] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H292 | value='12.0413207427594' | fill=00000000 | rows=[291] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I292 | value='11.7455487039855' | fill=00000000 | rows=[291] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J292 | value='15.5583879048917' | fill=00000000 | rows=[291] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K292 | value='20.3146161058444' | fill=00000000 | rows=[291] | cols=[10] | col_header=False | row_header=False | metadata=False
