=== society-table82.xlsx ===
Cell A1 | value='Artist Prefix' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B4410 | value='Whitesnake' | fill=00000000 | rows=[4409] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4410 | value='Slide It In' | fill=00000000 | rows=[4409] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4410 | value='98' | fill=00000000 | rows=[4409] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4411 | value='Whitesnake' | fill=00000000 | rows=[4410] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4411 | value='Slip Of The Tongue' | fill=00000000 | rows=[4410] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4411 | value='98' | fill=00000000 | rows=[4410] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4412 | value='Whitesnake' | fill=00000000 | rows=[4411] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4412 | value='Snakebite' | fill=00000000 | rows=[4411] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4412 | value='98' | fill=00000000 | rows=[4411] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4413 | value='Whitesnake' | fill=00000000 | rows=[4412] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4413 | value='The Purple Album' | fill=00000000 | rows=[4412] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4413 | value='98' | fill=00000000 | rows=[4412] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4414 | value='Whitesnake' | fill=00000000 | rows=[4413] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4414 | value='Trouble' | fill=00000000 | rows=[4413] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4414 | value='98' | fill=00000000 | rows=[4413] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4415 | value='Whitesnake' | fill=00000000 | rows=[4414] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4415 | value='Whitesnake' | fill=00000000 | rows=[4414] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4415 | value='98' | fill=00000000 | rows=[4414] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4416 | value='Who' | fill=00000000 | rows=[4415] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4416 | value='Face Dances' | fill=00000000 | rows=[4415] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4416 | value='19' | fill=00000000 | rows=[4415] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4417 | value='Who' | fill=00000000 | rows=[4416] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4417 | value='It's Hard' | fill=00000000 | rows=[4416] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4417 | value='19' | fill=00000000 | rows=[4416] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4418 | value='Who' | fill=00000000 | rows=[4417] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4418 | value='Join Together' | fill=00000000 | rows=[4417] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4418 | value='58' | fill=00000000 | rows=[4417] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4419 | value='Who' | fill=00000000 | rows=[4418] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4419 | value='Kids are Alright' | fill=00000000 | rows=[4418] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4419 | value='58' | fill=00000000 | rows=[4418] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4420 | value='Who' | fill=00000000 | rows=[4419] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4420 | value='Live at Leeds' | fill=00000000 | rows=[4419] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4420 | value='58' | fill=00000000 | rows=[4419] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4421 | value='Who' | fill=00000000 | rows=[4420] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4421 | value='Live at Leeds' | fill=00000000 | rows=[4420] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4421 | value='8' | fill=00000000 | rows=[4420] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4422 | value='Who' | fill=00000000 | rows=[4421] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4422 | value='Magic Bus' | fill=00000000 | rows=[4421] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4422 | value='19' | fill=00000000 | rows=[4421] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4423 | value='Who' | fill=00000000 | rows=[4422] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4423 | value='Magic Bus - The Who on Tour' | fill=00000000 | rows=[4422] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4423 | value='58' | fill=00000000 | rows=[4422] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4424 | value='Who' | fill=00000000 | rows=[4423] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4424 | value='Meaty Beaty Big and Bouncy' | fill=00000000 | rows=[4423] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4424 | value='8' | fill=00000000 | rows=[4423] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4425 | value='Who' | fill=00000000 | rows=[4424] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4425 | value='Odds and Sods' | fill=00000000 | rows=[4424] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4425 | value='58' | fill=00000000 | rows=[4424] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4426 | value='Who' | fill=00000000 | rows=[4425] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4426 | value='Quick One' | fill=00000000 | rows=[4425] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4426 | value='19' | fill=00000000 | rows=[4425] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4427 | value='Who' | fill=00000000 | rows=[4426] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4427 | value='Rarities' | fill=00000000 | rows=[4426] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4427 | value='58' | fill=00000000 | rows=[4426] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4428 | value='Who' | fill=00000000 | rows=[4427] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4428 | value='Sing My Generation' | fill=00000000 | rows=[4427] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4428 | value='19' | fill=00000000 | rows=[4427] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4429 | value='Who' | fill=00000000 | rows=[4428] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4429 | value='Two's Missing' | fill=00000000 | rows=[4428] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4429 | value='58' | fill=00000000 | rows=[4428] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4430 | value='Who' | fill=00000000 | rows=[4429] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4430 | value='Who are You' | fill=00000000 | rows=[4429] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4430 | value='8' | fill=00000000 | rows=[4429] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4431 | value='Who' | fill=00000000 | rows=[4430] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4431 | value='Who by Numbers' | fill=00000000 | rows=[4430] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4431 | value='8' | fill=00000000 | rows=[4430] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4432 | value='Who' | fill=00000000 | rows=[4431] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4432 | value='Who Sell Out' | fill=00000000 | rows=[4431] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4432 | value='19' | fill=00000000 | rows=[4431] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4433 | value='Who' | fill=00000000 | rows=[4432] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4433 | value='Who's Last' | fill=00000000 | rows=[4432] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4433 | value='58' | fill=00000000 | rows=[4432] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4434 | value='Who' | fill=00000000 | rows=[4433] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4434 | value='Who's Missing' | fill=00000000 | rows=[4433] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4434 | value='58' | fill=00000000 | rows=[4433] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4435 | value='Who, The' | fill=00000000 | rows=[4434] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4435 | value='Endless Wire' | fill=00000000 | rows=[4434] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4435 | value='59' | fill=00000000 | rows=[4434] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4436 | value='Who, The' | fill=00000000 | rows=[4435] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4436 | value='Face Dances' | fill=00000000 | rows=[4435] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4436 | value='59' | fill=00000000 | rows=[4435] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4437 | value='Who, The' | fill=00000000 | rows=[4436] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4437 | value='It's Hard' | fill=00000000 | rows=[4436] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4437 | value='59' | fill=00000000 | rows=[4436] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4438 | value='Who, The' | fill=00000000 | rows=[4437] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4438 | value='My Generation' | fill=00000000 | rows=[4437] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4438 | value='59' | fill=00000000 | rows=[4437] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4439 | value='Who, The' | fill=00000000 | rows=[4438] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4439 | value='Quadrophenia' | fill=00000000 | rows=[4438] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4439 | value='59' | fill=00000000 | rows=[4438] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4440 | value='Who, The' | fill=00000000 | rows=[4439] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4440 | value='Quick One' | fill=00000000 | rows=[4439] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4440 | value='59' | fill=00000000 | rows=[4439] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4441 | value='Who, The' | fill=00000000 | rows=[4440] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4441 | value='Tommy' | fill=00000000 | rows=[4440] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4441 | value='59' | fill=00000000 | rows=[4440] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4442 | value='Who, The' | fill=00000000 | rows=[4441] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4442 | value='Who are You' | fill=00000000 | rows=[4441] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4442 | value='59' | fill=00000000 | rows=[4441] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4443 | value='Who, The' | fill=00000000 | rows=[4442] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4443 | value='Who by Numbers' | fill=00000000 | rows=[4442] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4443 | value='59' | fill=00000000 | rows=[4442] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4444 | value='Who, The' | fill=00000000 | rows=[4443] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4444 | value='Who Sell Out' | fill=00000000 | rows=[4443] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4444 | value='59' | fill=00000000 | rows=[4443] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4445 | value='Wilbert Harrison' | fill=00000000 | rows=[4444] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4445 | value='Best Of' | fill=00000000 | rows=[4444] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4445 | value='83' | fill=00000000 | rows=[4444] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4446 | value='Wilco' | fill=00000000 | rows=[4445] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4446 | value='A Ghost Is Born' | fill=00000000 | rows=[4445] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4446 | value='82' | fill=00000000 | rows=[4445] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4447 | value='Wilco' | fill=00000000 | rows=[4446] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4447 | value='A.M' | fill=00000000 | rows=[4446] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4447 | value='82' | fill=00000000 | rows=[4446] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4448 | value='Wilco' | fill=00000000 | rows=[4447] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4448 | value='Being There' | fill=00000000 | rows=[4447] | cols=[2] | col_header=False | row_header=False | metadata=False
